Data,CO,MP10,O3,MP2.5,SO2
06/11/2016,0.0,7.0,37.0,,0.0
06/11/2017,0.0,14.0,38.0,6.0,0.0
06/11/2018,0.0,10.0,38.0,6.0,0.0
06/11/2019,1.0,44.0,53.0,9.0,6.0
06/11/2020,1.0,36.0,42.0,6.0,2.0
06/11/2021,0.0,19.0,58.0,26.0,2.0
06/11/2022,0.0,10.0,29.0,10.0,
06/12/2015,,10.0,,6.0,
06/12/2016,1.0,19.0,30.0,26.0,6.0
06/12/2017,0.0,14.0,31.0,3.0,0.0
06/12/2018,1.0,19.0,46.0,6.0,2.0
06/12/2019,1.0,18.0,26.0,5.0,4.0
06/12/2020,,8.0,,4.0,
06/12/2021,0.0,10.0,23.0,8.0,2.0
06/12/2022,0.0,18.0,15.0,11.0,
07/01/2015,0.0,10.0,34.0,,2.0
07/01/2016,0.0,11.0,34.0,6.0,2.0
07/01/2017,0.0,14.0,46.0,7.0,0.0
07/01/2018,,11.0,30.0,4.0,0.0
07/01/2019,0.0,18.0,42.0,5.0,0.0
07/01/2020,1.0,24.0,22.0,5.0,4.0
07/01/2021,1.0,14.0,51.0,,4.0
07/01/2022,1.0,,21.0,10.0,0.0
07/02/2015,0.0,8.0,22.0,,0.0
07/02/2016,0.0,10.0,28.0,6.0,2.0
07/02/2017,0.0,10.0,54.0,7.0,0.0
07/02/2018,0.0,22.0,20.0,6.0,2.0
07/02/2019,1.0,14.0,28.0,6.0,2.0
07/02/2020,0.0,9.0,34.0,3.0,0.0
07/02/2021,0.0,,35.0,8.0,2.0
07/02/2022,0.0,18.0,12.0,9.0,2.0
07/03/2015,1.0,15.0,43.0,,
07/03/2016,0.0,9.0,25.0,,2.0
07/03/2017,0.0,12.0,52.0,,0.0
07/03/2018,,27.0,46.0,9.0,0.0
07/03/2019,0.0,16.0,32.0,6.0,0.0
07/03/2020,0.0,6.0,31.0,2.0,
07/03/2021,0.0,10.0,23.0,11.0,2.0
07/03/2022,0.0,12.0,27.0,10.0,2.0
07/04/2015,0.0,11.0,23.0,,2.0
07/04/2016,0.0,18.0,49.0,11.0,0.0
07/04/2017,0.0,12.0,44.0,3.0,2.0
07/04/2018,0.0,15.0,38.0,5.0,0.0
07/04/2019,1.0,22.0,,7.0,4.0
07/04/2020,0.0,19.0,39.0,6.0,2.0
07/04/2021,1.0,17.0,34.0,12.0,4.0
07/04/2022,0.0,15.0,35.0,10.0,0.0
07/05/2015,0.0,13.0,22.0,,2.0
07/05/2016,0.0,14.0,34.0,,2.0
07/05/2017,1.0,10.0,49.0,4.0,6.0
07/05/2018,0.0,24.0,43.0,10.0,4.0
07/05/2019,0.0,36.0,59.0,26.0,0.0
07/05/2020,0.0,26.0,26.0,10.0,0.0
07/05/2021,1.0,53.0,38.0,40.0,6.0
07/05/2022,0.0,8.0,24.0,9.0,0.0
07/06/2015,0.0,14.0,29.0,,4.0
07/06/2016,,39.0,7.0,34.0,6.0
07/06/2017,0.0,26.0,54.0,29.0,2.0
07/06/2018,1.0,57.0,34.0,35.0,4.0
07/06/2019,0.0,23.0,53.0,8.0,2.0
07/06/2020,0.0,17.0,41.0,,0.0
07/06/2021,0.0,16.0,34.0,11.0,4.0
07/06/2022,1.0,27.0,27.0,46.0,10.0
07/07/2015,0.0,19.0,24.0,,4.0
07/07/2016,1.0,30.0,16.0,34.0,6.0
07/07/2017,0.0,12.0,35.0,,4.0
07/07/2018,1.0,32.0,50.0,12.0,4.0
07/07/2019,0.0,24.0,59.0,,2.0
07/07/2020,0.0,31.0,41.0,9.0,2.0
07/07/2021,0.0,29.0,42.0,32.0,2.0
07/07/2022,0.0,17.0,26.0,12.0,0.0
07/08/2015,0.0,27.0,51.0,,2.0
07/08/2016,1.0,24.0,42.0,32.0,0.0
07/08/2017,0.0,21.0,54.0,11.0,2.0
07/08/2018,0.0,21.0,28.0,8.0,0.0
07/08/2019,0.0,13.0,38.0,,2.0
07/08/2020,0.0,24.0,48.0,6.0,4.0
07/08/2021,0.0,13.0,35.0,9.0,2.0
07/08/2022,0.0,26.0,31.0,35.0,4.0
07/09/2015,0.0,15.0,,,0.0
07/09/2016,0.0,15.0,44.0,10.0,2.0
07/09/2017,0.0,43.0,60.0,12.0,2.0
07/09/2018,0.0,36.0,67.0,11.0,0.0
07/09/2019,0.0,22.0,53.0,6.0,2.0
07/09/2020,,30.0,67.0,9.0,4.0
07/09/2021,1.0,53.0,50.0,37.0,
07/09/2022,0.0,21.0,27.0,10.0,0.0
07/10/2016,,34.0,29.0,30.0,8.0
07/10/2017,,34.0,,11.0,
07/10/2018,0.0,17.0,37.0,7.0,0.0
07/10/2019,0.0,26.0,50.0,6.0,0.0
07/10/2020,0.0,58.0,46.0,32.0,2.0
07/10/2021,1.0,32.0,37.0,35.0,2.0
07/10/2022,1.0,31.0,17.0,30.0,0.0
07/11/2015,0.0,21.0,56.0,12.0,2.0
07/11/2016,0.0,10.0,30.0,8.0,4.0
07/11/2017,0.0,10.0,32.0,6.0,0.0
07/11/2018,0.0,14.0,30.0,5.0,0.0
07/11/2019,0.0,37.0,55.0,9.0,0.0
07/11/2020,1.0,18.0,50.0,6.0,0.0
07/11/2021,0.0,18.0,38.0,12.0,0.0
07/11/2022,0.0,17.0,27.0,,
07/12/2015,,10.0,,6.0,
07/12/2016,,28.0,60.0,32.0,0.0
07/12/2017,0.0,9.0,24.0,,0.0
07/12/2018,1.0,26.0,30.0,9.0,4.0
07/12/2019,1.0,14.0,22.0,,
07/12/2021,0.0,9.0,25.0,9.0,2.0
07/12/2022,0.0,21.0,14.0,12.0,
08/01/2015,0.0,13.0,54.0,,4.0
08/01/2016,0.0,13.0,29.0,6.0,2.0
08/01/2017,0.0,10.0,50.0,6.0,0.0
08/01/2018,0.0,17.0,32.0,3.0,0.0
08/01/2019,0.0,23.0,43.0,6.0,0.0
08/01/2020,0.0,18.0,19.0,,
08/01/2021,1.0,,37.0,,2.0
08/01/2022,1.0,,10.0,10.0,0.0
08/02/2015,0.0,6.0,25.0,,0.0
08/02/2016,0.0,10.0,26.0,4.0,2.0
08/02/2017,0.0,10.0,51.0,6.0,2.0
08/02/2018,,40.0,46.0,11.0,2.0
08/02/2019,1.0,20.0,44.0,7.0,0.0
08/02/2020,0.0,6.0,38.0,2.0,0.0
08/02/2021,0.0,7.0,38.0,3.0,0.0
08/02/2022,1.0,31.0,15.0,10.0,2.0
08/03/2015,0.0,14.0,46.0,,
08/03/2016,,12.0,25.0,,2.0
08/03/2017,0.0,12.0,49.0,3.0,0.0
08/03/2018,0.0,19.0,49.0,5.0,0.0
08/03/2019,,18.0,40.0,5.0,2.0
08/03/2020,0.0,5.0,38.0,2.0,2.0
08/03/2021,1.0,13.0,29.0,10.0,2.0
08/03/2022,0.0,18.0,33.0,11.0,6.0
08/04/2015,0.0,9.0,27.0,,2.0
08/04/2016,0.0,24.0,62.0,26.0,0.0
08/04/2017,0.0,13.0,42.0,6.0,2.0
08/04/2018,,15.0,40.0,,2.0
08/04/2019,1.0,26.0,26.0,7.0,4.0
08/04/2020,0.0,10.0,52.0,3.0,2.0
08/04/2021,1.0,11.0,30.0,26.0,4.0
08/04/2022,0.0,19.0,40.0,12.0,0.0
08/05/2015,0.0,14.0,35.0,,2.0
08/05/2016,0.0,14.0,34.0,11.0,2.0
08/05/2017,0.0,15.0,47.0,6.0,2.0
08/05/2018,,20.0,37.0,6.0,2.0
08/05/2019,0.0,26.0,26.0,9.0,0.0
08/05/2020,0.0,6.0,32.0,3.0,0.0
08/05/2021,1.0,26.0,39.0,26.0,0.0
08/05/2022,0.0,8.0,27.0,10.0,0.0
08/06/2015,0.0,20.0,33.0,,2.0
08/06/2016,1.0,22.0,5.0,10.0,0.0
08/06/2017,0.0,28.0,43.0,26.0,2.0
08/06/2018,1.0,58.0,33.0,37.0,6.0
08/06/2019,0.0,28.0,59.0,11.0,6.0
08/06/2020,0.0,34.0,53.0,,4.0
08/06/2021,0.0,22.0,42.0,26.0,6.0
08/06/2022,1.0,35.0,30.0,49.0,0.0
08/07/2015,0.0,21.0,26.0,,2.0
08/07/2016,1.0,29.0,24.0,32.0,2.0
08/07/2017,0.0,13.0,45.0,,6.0
08/07/2018,1.0,43.0,50.0,29.0,8.0
08/07/2019,0.0,26.0,54.0,,2.0
08/07/2020,1.0,30.0,36.0,9.0,6.0
08/07/2021,0.0,38.0,53.0,40.0,6.0
08/07/2022,0.0,16.0,29.0,27.0,4.0
08/08/2015,0.0,26.0,46.0,,6.0
08/08/2016,1.0,36.0,44.0,37.0,2.0
08/08/2017,0.0,26.0,47.0,27.0,4.0
08/08/2018,0.0,21.0,39.0,9.0,0.0
08/08/2019,0.0,21.0,46.0,,2.0
08/08/2020,0.0,24.0,42.0,5.0,2.0
08/08/2021,0.0,7.0,31.0,8.0,2.0
08/08/2022,0.0,45.0,25.0,40.0,6.0
08/09/2015,0.0,23.0,34.0,,2.0
08/09/2016,0.0,22.0,38.0,27.0,0.0
08/09/2017,0.0,43.0,62.0,29.0,2.0
08/09/2018,0.0,33.0,63.0,26.0,0.0
08/09/2019,0.0,22.0,53.0,7.0,0.0
08/09/2020,,,70.0,9.0,4.0
08/09/2021,0.0,44.0,47.0,32.0,
08/09/2022,0.0,27.0,31.0,26.0,0.0
08/10/2016,,25.0,46.0,10.0,0.0
08/10/2017,,34.0,,11.0,
08/10/2018,1.0,18.0,41.0,6.0,0.0
08/10/2019,0.0,,54.0,8.0,4.0
08/10/2020,0.0,71.0,46.0,34.0,2.0
08/10/2021,0.0,18.0,37.0,12.0,2.0
08/10/2022,1.0,23.0,37.0,27.0,0.0
08/11/2015,0.0,15.0,48.0,10.0,2.0
08/11/2016,0.0,7.0,26.0,,4.0
08/11/2017,0.0,13.0,31.0,6.0,0.0
08/11/2018,0.0,8.0,30.0,5.0,0.0
08/11/2019,0.0,38.0,62.0,10.0,0.0
08/11/2020,0.0,18.0,42.0,4.0,0.0
08/11/2021,0.0,18.0,33.0,10.0,0.0
08/11/2022,0.0,16.0,24.0,9.0,
08/12/2015,0.0,8.0,47.0,,0.0
08/12/2016,0.0,11.0,55.0,9.0,0.0
08/12/2017,0.0,10.0,16.0,4.0,2.0
08/12/2018,,18.0,32.0,5.0,0.0
08/12/2019,0.0,2.0,26.0,,
08/12/2021,,2.0,35.0,7.0,4.0
08/12/2022,0.0,19.0,30.0,10.0,
09/01/2015,0.0,12.0,49.0,,6.0
09/01/2016,,6.0,25.0,4.0,2.0
09/01/2017,0.0,12.0,45.0,6.0,0.0
09/01/2018,0.0,16.0,33.0,3.0,2.0
09/01/2019,0.0,19.0,,6.0,2.0
09/01/2020,0.0,22.0,38.0,,
09/01/2021,1.0,,37.0,,0.0
09/01/2022,1.0,,7.0,8.0,0.0
09/02/2015,1.0,9.0,17.0,,0.0
09/02/2016,0.0,11.0,42.0,4.0,2.0
09/02/2017,,8.0,37.0,5.0,0.0
09/02/2018,,17.0,38.0,6.0,0.0
09/02/2019,0.0,14.0,44.0,6.0,0.0
09/02/2020,0.0,6.0,38.0,3.0,0.0
09/02/2021,0.0,10.0,38.0,5.0,4.0
09/02/2022,,31.0,,10.0,
09/03/2015,1.0,18.0,28.0,,
09/03/2016,0.0,12.0,20.0,6.0,2.0
09/03/2017,0.0,6.0,38.0,,2.0
09/03/2018,0.0,15.0,26.0,6.0,0.0
09/03/2019,,22.0,45.0,7.0,2.0
09/03/2020,0.0,10.0,43.0,2.0,4.0
09/03/2021,1.0,21.0,28.0,26.0,4.0
09/03/2022,0.0,14.0,29.0,10.0,6.0
09/04/2015,1.0,8.0,30.0,,2.0
09/04/2016,0.0,16.0,33.0,9.0,0.0
09/04/2017,0.0,13.0,42.0,6.0,2.0
09/04/2018,,14.0,39.0,,0.0
09/04/2019,1.0,22.0,22.0,6.0,2.0
09/04/2020,0.0,7.0,46.0,3.0,0.0
09/04/2021,1.0,14.0,34.0,10.0,2.0
09/04/2022,1.0,28.0,28.0,30.0,6.0
09/05/2015,0.0,12.0,38.0,,2.0
09/05/2016,0.0,18.0,,12.0,0.0
09/05/2017,1.0,21.0,50.0,9.0,4.0
09/05/2018,0.0,13.0,32.0,4.0,0.0
09/05/2019,0.0,10.0,20.0,5.0,49.0
09/05/2020,0.0,10.0,42.0,4.0,0.0
09/05/2021,,9.0,40.0,11.0,0.0
09/05/2022,0.0,12.0,27.0,11.0,0.0
09/06/2015,0.0,22.0,39.0,,4.0
09/06/2016,1.0,14.0,14.0,9.0,0.0
09/06/2017,1.0,34.0,31.0,37.0,4.0
09/06/2018,,38.0,39.0,27.0,0.0
09/06/2019,0.0,23.0,51.0,9.0,4.0
09/06/2020,0.0,39.0,43.0,,6.0
09/06/2021,1.0,22.0,36.0,12.0,6.0
09/06/2022,1.0,31.0,32.0,43.0,0.0
09/07/2015,1.0,37.0,13.0,,8.0
09/07/2016,0.0,18.0,33.0,26.0,0.0
09/07/2017,0.0,11.0,44.0,8.0,0.0
09/07/2018,1.0,66.0,48.0,37.0,10.0
09/07/2019,0.0,22.0,51.0,,4.0
09/07/2020,1.0,60.0,46.0,27.0,8.0
09/07/2021,0.0,37.0,50.0,38.0,4.0
09/07/2022,0.0,13.0,23.0,12.0,2.0
09/08/2015,0.0,19.0,29.0,,4.0
09/08/2016,0.0,29.0,46.0,26.0,0.0
09/08/2017,2.0,37.0,56.0,46.0,12.0
09/08/2018,1.0,31.0,82.0,12.0,4.0
09/08/2019,0.0,20.0,53.0,4.0,4.0
09/08/2020,0.0,14.0,37.0,4.0,2.0
09/08/2021,0.0,11.0,33.0,9.0,2.0
09/08/2022,0.0,42.0,27.0,35.0,2.0
09/09/2015,0.0,20.0,26.0,,0.0
09/09/2016,0.0,21.0,35.0,10.0,0.0
09/09/2017,0.0,30.0,62.0,10.0,0.0
09/09/2018,0.0,27.0,65.0,10.0,4.0
09/09/2019,0.0,27.0,55.0,8.0,2.0
09/09/2020,,,71.0,11.0,4.0
09/09/2021,1.0,60.0,49.0,47.0,
09/09/2022,0.0,29.0,39.0,32.0,0.0
09/10/2016,0.0,15.0,46.0,10.0,0.0
09/10/2017,,34.0,,11.0,
09/10/2018,1.0,34.0,61.0,11.0,6.0
09/10/2019,0.0,,53.0,7.0,4.0
09/10/2020,1.0,,70.0,37.0,4.0
09/10/2021,0.0,9.0,30.0,10.0,0.0
09/10/2022,0.0,16.0,36.0,11.0,0.0
09/11/2015,0.0,18.0,48.0,9.0,2.0
09/11/2016,0.0,7.0,42.0,5.0,0.0
09/11/2017,0.0,7.0,43.0,,2.0
09/11/2018,1.0,,38.0,,0.0
09/11/2019,0.0,23.0,54.0,7.0,0.0
09/11/2020,1.0,23.0,63.0,6.0,4.0
09/11/2021,0.0,17.0,35.0,11.0,0.0
09/11/2022,0.0,,23.0,9.0,
09/12/2015,0.0,11.0,40.0,,0.0
09/12/2016,0.0,11.0,46.0,,0.0
09/12/2017,0.0,23.0,43.0,9.0,4.0
09/12/2018,0.0,10.0,35.0,4.0,0.0
09/12/2019,0.0,2.0,21.0,,
09/12/2021,0.0,12.0,45.0,10.0,4.0
09/12/2022,0.0,14.0,38.0,11.0,
10/01/2015,0.0,14.0,62.0,,12.0
10/01/2016,0.0,6.0,20.0,4.0,0.0
10/01/2017,0.0,18.0,58.0,10.0,0.0
10/01/2018,0.0,13.0,39.0,4.0,2.0
10/01/2019,0.0,20.0,42.0,5.0,0.0
10/01/2020,0.0,20.0,37.0,,0.0
10/01/2021,0.0,,38.0,,2.0
10/01/2022,1.0,,7.0,6.0,0.0
10/02/2015,1.0,10.0,34.0,,0.0
10/02/2016,0.0,13.0,53.0,6.0,2.0
10/02/2017,,5.0,36.0,,0.0
10/02/2018,0.0,19.0,29.0,6.0,0.0
10/02/2019,0.0,14.0,39.0,6.0,4.0
10/02/2020,0.0,19.0,28.0,,2.0
10/02/2021,0.0,7.0,34.0,5.0,4.0
10/02/2022,0.0,14.0,18.0,10.0,0.0
10/03/2015,0.0,13.0,33.0,,2.0
10/03/2016,0.0,10.0,28.0,6.0,2.0
10/03/2017,0.0,8.0,38.0,,2.0
10/03/2018,,15.0,28.0,6.0,0.0
10/03/2019,,21.0,36.0,6.0,0.0
10/03/2020,0.0,14.0,41.0,3.0,2.0
10/03/2021,1.0,28.0,39.0,27.0,4.0
10/03/2022,0.0,12.0,27.0,10.0,2.0
10/04/2015,0.0,13.0,38.0,,4.0
10/04/2016,0.0,17.0,35.0,11.0,0.0
10/04/2017,0.0,15.0,41.0,6.0,2.0
10/04/2018,,18.0,43.0,6.0,0.0
10/04/2019,0.0,10.0,24.0,2.0,0.0
10/04/2020,0.0,6.0,57.0,3.0,0.0
10/04/2021,0.0,11.0,42.0,10.0,2.0
10/04/2022,1.0,33.0,46.0,32.0,0.0
10/05/2015,0.0,7.0,53.0,,4.0
10/05/2016,1.0,23.0,,30.0,0.0
10/05/2017,1.0,23.0,59.0,10.0,4.0
10/05/2018,0.0,14.0,39.0,5.0,0.0
10/05/2019,0.0,20.0,29.0,6.0,2.0
10/05/2020,0.0,10.0,41.0,5.0,0.0
10/05/2021,,,36.0,11.0,2.0
10/05/2022,,13.0,,11.0,0.0
10/06/2015,1.0,31.0,28.0,,6.0
10/06/2016,,16.0,10.0,10.0,2.0
10/06/2017,1.0,18.0,50.0,29.0,2.0
10/06/2018,,18.0,36.0,7.0,0.0
10/06/2019,1.0,23.0,44.0,7.0,2.0
10/06/2020,0.0,38.0,42.0,,2.0
10/06/2021,0.0,22.0,34.0,27.0,6.0
10/06/2022,1.0,24.0,24.0,40.0,0.0
10/07/2015,,33.0,35.0,,4.0
10/07/2016,0.0,14.0,35.0,,2.0
10/07/2017,0.0,14.0,38.0,8.0,0.0
10/07/2018,1.0,71.0,47.0,40.0,8.0
10/07/2019,0.0,25.0,52.0,6.0,4.0
10/07/2020,1.0,45.0,42.0,30.0,6.0
10/07/2021,0.0,32.0,45.0,34.0,6.0
10/07/2022,0.0,10.0,26.0,10.0,
10/08/2015,0.0,16.0,37.0,,0.0
10/08/2016,0.0,30.0,36.0,34.0,2.0
10/08/2017,,60.0,60.0,58.0,10.0
10/08/2018,1.0,75.0,,58.0,6.0
10/08/2019,0.0,23.0,59.0,,4.0
10/08/2020,0.0,21.0,35.0,3.0,16.0
10/08/2021,0.0,19.0,42.0,10.0,4.0
10/08/2022,0.0,51.0,18.0,32.0,2.0
10/09/2015,1.0,27.0,,,0.0
10/09/2016,0.0,17.0,38.0,11.0,0.0
10/09/2017,0.0,21.0,45.0,6.0,0.0
10/09/2018,0.0,25.0,77.0,11.0,4.0
10/09/2019,1.0,40.0,51.0,11.0,4.0
10/09/2020,0.0,,78.0,10.0,4.0
10/09/2021,1.0,85.0,67.0,61.0,8.0
10/09/2022,1.0,44.0,51.0,57.0,6.0
10/10/2016,0.0,20.0,38.0,10.0,2.0
10/10/2017,,44.0,,34.0,
10/10/2018,1.0,38.0,60.0,29.0,8.0
10/10/2019,0.0,25.0,39.0,5.0,0.0
10/10/2020,0.0,,77.0,44.0,2.0
10/10/2021,0.0,5.0,24.0,8.0,0.0
10/10/2022,0.0,24.0,29.0,29.0,0.0
10/11/2015,0.0,16.0,41.0,8.0,2.0
10/11/2016,0.0,8.0,38.0,,0.0
10/11/2017,0.0,8.0,40.0,,0.0
10/11/2018,1.0,6.0,24.0,,0.0
10/11/2019,0.0,26.0,73.0,9.0,0.0
10/11/2020,1.0,26.0,40.0,7.0,4.0
10/11/2021,0.0,17.0,36.0,11.0,0.0
10/11/2022,1.0,18.0,,12.0,
10/12/2015,0.0,22.0,37.0,12.0,0.0
10/12/2016,0.0,9.0,35.0,6.0,2.0
10/12/2017,0.0,16.0,53.0,7.0,0.0
10/12/2018,0.0,14.0,42.0,4.0,2.0
10/12/2019,1.0,13.0,31.0,,6.0
10/12/2020,,2.0,,,
10/12/2021,0.0,14.0,44.0,9.0,0.0
10/12/2022,0.0,18.0,26.0,10.0,
11/01/2015,,14.0,53.0,,10.0
11/01/2016,0.0,13.0,25.0,6.0,2.0
11/01/2017,0.0,12.0,69.0,8.0,2.0
11/01/2018,,14.0,26.0,2.0,2.0
11/01/2019,0.0,21.0,50.0,7.0,0.0
11/01/2020,1.0,17.0,43.0,4.0,
11/01/2021,0.0,,37.0,2.0,2.0
11/01/2022,1.0,,9.0,10.0,2.0
11/02/2015,0.0,11.0,34.0,,2.0
11/02/2016,0.0,38.0,54.0,11.0,2.0
11/02/2017,0.0,6.0,38.0,,0.0
11/02/2018,,18.0,34.0,6.0,0.0
11/02/2019,0.0,26.0,35.0,6.0,
11/02/2020,1.0,12.0,15.0,,2.0
11/02/2021,1.0,15.0,36.0,7.0,0.0
11/02/2022,1.0,14.0,23.0,9.0,0.0
11/03/2015,1.0,17.0,35.0,,2.0
11/03/2016,0.0,14.0,15.0,10.0,2.0
11/03/2017,0.0,10.0,42.0,,0.0
11/03/2018,0.0,10.0,21.0,5.0,
11/03/2019,,14.0,34.0,5.0,2.0
11/03/2020,0.0,12.0,44.0,3.0,2.0
11/03/2021,1.0,35.0,49.0,29.0,2.0
11/03/2022,0.0,21.0,32.0,10.0,2.0
11/04/2015,0.0,14.0,45.0,,2.0
11/04/2016,0.0,18.0,28.0,10.0,0.0
11/04/2017,0.0,16.0,57.0,6.0,2.0
11/04/2018,,39.0,44.0,5.0,4.0
11/04/2019,0.0,22.0,36.0,6.0,0.0
11/04/2020,0.0,8.0,,3.0,2.0
11/04/2021,0.0,13.0,41.0,10.0,2.0
11/04/2022,0.0,13.0,39.0,,0.0
11/05/2015,0.0,18.0,22.0,,2.0
11/05/2016,1.0,30.0,,34.0,4.0
11/05/2017,,15.0,46.0,5.0,0.0
11/05/2018,0.0,28.0,54.0,8.0,2.0
11/05/2019,0.0,18.0,34.0,6.0,2.0
11/05/2020,0.0,16.0,47.0,5.0,16.0
11/05/2021,1.0,32.0,52.0,30.0,6.0
11/05/2022,1.0,28.0,33.0,30.0,0.0
11/06/2015,1.0,45.0,33.0,,8.0
11/06/2016,,15.0,17.0,12.0,2.0
11/06/2017,,13.0,43.0,,0.0
11/06/2018,,22.0,36.0,7.0,0.0
11/06/2019,0.0,26.0,30.0,10.0,4.0
11/06/2020,1.0,46.0,47.0,,2.0
11/06/2021,1.0,33.0,26.0,32.0,4.0
11/06/2022,,21.0,26.0,35.0,0.0
11/07/2015,0.0,19.0,36.0,,2.0
11/07/2016,1.0,25.0,39.0,,4.0
11/07/2017,0.0,15.0,41.0,9.0,0.0
11/07/2018,1.0,44.0,40.0,29.0,2.0
11/07/2019,1.0,32.0,56.0,10.0,8.0
11/07/2020,0.0,18.0,50.0,6.0,4.0
11/07/2021,1.0,29.0,43.0,34.0,8.0
11/07/2022,1.0,19.0,25.0,27.0,
11/08/2015,0.0,18.0,41.0,,6.0
11/08/2016,0.0,31.0,39.0,38.0,2.0
11/08/2017,0.0,31.0,62.0,37.0,0.0
11/08/2018,,52.0,41.0,40.0,12.0
11/08/2019,0.0,26.0,58.0,5.0,4.0
11/08/2020,0.0,22.0,42.0,3.0,2.0
11/08/2021,0.0,38.0,42.0,27.0,8.0
11/08/2022,,30.0,,12.0,2.0
11/09/2015,0.0,30.0,,,2.0
11/09/2016,0.0,13.0,34.0,9.0,0.0
11/09/2017,0.0,31.0,50.0,9.0,4.0
11/09/2018,0.0,44.0,63.0,12.0,4.0
11/09/2019,0.0,58.0,45.0,34.0,2.0
11/09/2020,1.0,,67.0,29.0,4.0
11/09/2021,1.0,52.0,59.0,40.0,2.0
11/09/2022,1.0,65.0,49.0,77.0,4.0
11/10/2016,0.0,12.0,37.0,8.0,2.0
11/10/2017,,52.0,,38.0,
11/10/2018,0.0,40.0,67.0,30.0,0.0
11/10/2019,0.0,27.0,54.0,6.0,0.0
11/10/2020,,,43.0,6.0,2.0
11/10/2021,0.0,4.0,21.0,9.0,2.0
11/10/2022,0.0,23.0,35.0,27.0,0.0
11/11/2015,0.0,14.0,38.0,8.0,2.0
11/11/2016,0.0,15.0,51.0,11.0,0.0
11/11/2017,0.0,9.0,27.0,,2.0
11/11/2018,0.0,6.0,35.0,,0.0
11/11/2019,0.0,43.0,51.0,26.0,0.0
11/11/2020,1.0,24.0,41.0,6.0,0.0
11/11/2021,0.0,6.0,22.0,8.0,0.0
11/11/2022,1.0,22.0,29.0,12.0,
11/12/2015,0.0,16.0,41.0,8.0,0.0
11/12/2016,0.0,10.0,26.0,7.0,0.0
11/12/2017,0.0,27.0,20.0,7.0,0.0
11/12/2018,0.0,14.0,38.0,4.0,2.0
11/12/2019,1.0,23.0,38.0,,6.0
11/12/2020,,10.0,,,
11/12/2021,0.0,10.0,50.0,9.0,0.0
11/12/2022,0.0,17.0,25.0,10.0,
12/01/2015,0.0,19.0,58.0,,10.0
12/01/2016,0.0,10.0,19.0,6.0,2.0
12/01/2017,0.0,13.0,,7.0,0.0
12/01/2018,0.0,19.0,43.0,3.0,2.0
12/01/2019,0.0,21.0,46.0,7.0,2.0
12/01/2020,1.0,30.0,41.0,6.0,
12/01/2021,1.0,,42.0,3.0,2.0
12/01/2022,0.0,15.0,6.0,10.0,2.0
12/02/2015,0.0,13.0,50.0,,
12/02/2016,0.0,14.0,52.0,6.0,2.0
12/02/2017,0.0,4.0,33.0,,0.0
12/02/2018,,18.0,50.0,4.0,0.0
12/02/2019,1.0,34.0,48.0,10.0,4.0
12/02/2020,0.0,7.0,28.0,,0.0
12/02/2021,1.0,13.0,17.0,10.0,2.0
12/02/2022,0.0,6.0,21.0,8.0,2.0
12/03/2015,1.0,18.0,28.0,,0.0
12/03/2016,0.0,12.0,11.0,8.0,0.0
12/03/2017,,10.0,34.0,3.0,0.0
12/03/2018,,28.0,28.0,10.0,2.0
12/03/2019,0.0,18.0,31.0,7.0,2.0
12/03/2020,0.0,15.0,35.0,3.0,2.0
12/03/2021,1.0,17.0,69.0,11.0,2.0
12/03/2022,0.0,,37.0,11.0,0.0
12/04/2015,0.0,11.0,52.0,,2.0
12/04/2016,0.0,15.0,25.0,7.0,0.0
12/04/2017,0.0,18.0,44.0,8.0,4.0
12/04/2018,,18.0,35.0,4.0,10.0
12/04/2019,0.0,19.0,40.0,5.0,0.0
12/04/2020,0.0,6.0,,3.0,2.0
12/04/2021,1.0,32.0,53.0,30.0,62.0
12/04/2022,1.0,21.0,40.0,,2.0
12/05/2015,1.0,20.0,21.0,,4.0
12/05/2016,1.0,30.0,,30.0,4.0
12/05/2017,0.0,11.0,45.0,,0.0
12/05/2018,1.0,31.0,38.0,11.0,2.0
12/05/2019,0.0,23.0,58.0,8.0,4.0
12/05/2020,1.0,21.0,41.0,6.0,51.0
12/05/2021,1.0,48.0,50.0,38.0,16.0
12/05/2022,1.0,,22.0,44.0,0.0
12/06/2015,1.0,42.0,42.0,,14.0
12/06/2016,,21.0,26.0,29.0,2.0
12/06/2017,0.0,6.0,33.0,,0.0
12/06/2018,,34.0,38.0,10.0,2.0
12/06/2019,0.0,19.0,32.0,7.0,0.0
12/06/2020,1.0,45.0,50.0,,0.0
12/06/2021,1.0,24.0,36.0,30.0,2.0
12/06/2022,0.0,15.0,25.0,34.0,0.0
12/07/2015,0.0,12.0,33.0,,2.0
12/07/2016,1.0,34.0,34.0,,2.0
12/07/2017,0.0,13.0,41.0,10.0,2.0
12/07/2018,0.0,27.0,44.0,10.0,0.0
12/07/2019,1.0,40.0,58.0,8.0,2.0
12/07/2020,0.0,17.0,50.0,6.0,0.0
12/07/2021,0.0,30.0,43.0,32.0,6.0
12/07/2022,1.0,43.0,17.0,47.0,
12/08/2015,0.0,21.0,43.0,,4.0
12/08/2016,0.0,18.0,36.0,,2.0
12/08/2017,0.0,24.0,66.0,32.0,0.0
12/08/2018,,33.0,64.0,,4.0
12/08/2019,0.0,30.0,60.0,5.0,4.0
