Date,DayOfWeek,DayOfWeekNum,WeekOfYear,Month,IsWeekend,IsHoliday,temp_max,temp_min,temp_mean,humidity_max,humidity_min,NUMBER_INT,CO,MP10,O3,MP2.5,SO2
2017-10-10,Tue,1,41,10,0,0,31.9,19.5,24.829166666666666,59.0,23.0,42,0.0,24.0,46.0,27.0,6.0
2017-10-11,Wed,2,41,10,0,0,32.2,20.1,25.575,55.0,26.0,59,0.0,24.0,52.0,29.0,6.0
2017-10-12,Thu,3,41,10,0,1,33.1,20.5,26.02916666666667,55.0,22.0,26,0.0,16.0,55.0,10.0,6.0
2017-10-13,Fri,4,41,10,0,0,30.6,20.4,25.191666666666663,55.0,22.0,40,0.0,17.0,50.0,11.0,6.0
2017-10-14,Sat,5,41,10,1,0,34.0,19.6,26.2,53.0,13.0,25,0.0,25.0,44.0,37.0,8.0
2017-10-15,Sun,6,41,10,1,0,33.7,20.7,26.604166666666668,69.0,24.0,23,0.0,28.0,61.0,44.0,6.0
2017-10-16,Mon,0,42,10,0,0,29.2,20.2,23.745833333333334,74.0,42.0,38,0.0,24.0,47.0,35.0,6.0
2017-10-17,Tue,1,42,10,0,0,29.4,19.5,23.445833333333336,72.0,33.0,29,0.0,12.0,39.0,8.0,6.0
2017-10-18,Wed,2,42,10,0,0,29.4,17.2,22.433333333333334,73.0,24.0,44,0.0,14.0,43.0,8.0,6.0
2017-10-19,Thu,3,42,10,0,0,30.6,16.9,23.070833333333336,72.0,17.0,51,0.0,23.0,58.0,29.0,6.0
2017-10-20,Fri,4,42,10,0,0,33.7,18.1,25.866666666666664,58.0,15.0,31,0.0,23.0,53.0,34.0,6.0
2017-10-21,Sat,5,42,10,1,0,36.1,21.9,27.67083333333333,55.0,18.0,34,0.0,,43.0,38.0,6.0
2017-10-22,Sun,6,42,10,1,0,35.4,20.1,26.816666666666663,87.0,19.0,20,0.0,,54.0,38.0,10.0
2017-10-23,Mon,0,43,10,0,0,30.2,18.5,23.758333333333336,92.0,33.0,37,0.0,,54.0,32.0,6.0
2017-10-24,Tue,1,43,10,0,0,27.0,19.3,22.320833333333336,78.0,42.0,47,0.0,,45.0,12.0,6.0
2017-10-25,Wed,2,43,10,0,0,29.2,18.8,22.90416666666667,75.0,36.0,31,0.0,,46.0,9.0,6.0
2017-10-26,Thu,3,43,10,0,0,31.4,18.9,24.09166666666667,68.0,30.0,57,0.0,,50.0,,6.0
2017-10-27,Fri,4,43,10,0,0,32.2,20.4,24.870833333333334,63.0,30.0,76,0.0,,38.0,,6.0
2017-10-28,Sat,5,43,10,1,0,26.6,17.6,21.92083333333333,91.0,47.0,21,0.0,,50.0,,6.0
2017-10-29,Sun,6,43,10,1,0,30.0,19.2,23.85,88.0,43.0,19,1.0,,60.0,,10.0
2017-10-30,Mon,0,44,10,0,0,28.3,19.8,22.629166666666663,81.0,42.0,36,0.0,,39.0,,6.0
2017-10-31,Tue,1,44,10,0,0,30.3,18.3,23.15416666666667,92.0,40.0,45,0.0,,41.0,,8.0
2017-11-01,Wed,2,44,11,0,0,24.2,18.5,20.254166666666663,86.0,56.0,53,0.0,,32.0,,6.0
2017-11-02,Thu,3,44,11,0,1,24.6,17.6,20.1125,82.0,54.0,33,0.0,,38.0,,6.0
2017-11-03,Fri,4,44,11,0,0,27.7,16.7,21.304166666666667,83.0,43.0,37,0.0,,33.0,,6.0
2017-11-04,Sat,5,44,11,1,0,29.6,17.9,22.65833333333333,82.0,37.0,26,0.0,,31.0,,6.0
2017-11-05,Sun,6,44,11,1,0,29.8,19.8,24.179166666666664,80.0,42.0,23,0.0,,39.0,,8.0
2017-11-06,Mon,0,45,11,0,0,28.7,20.8,23.29583333333333,88.0,48.0,38,0.0,,38.0,,6.0
2017-11-07,Tue,1,45,11,0,0,23.4,18.1,20.625,77.0,58.0,36,0.0,,30.0,,6.0
2017-11-08,Wed,2,45,11,0,0,24.4,16.8,19.97083333333333,83.0,55.0,45,0.0,,28.0,,6.0
2017-11-09,Thu,3,45,11,0,0,22.1,17.1,19.2,90.0,66.0,38,0.0,,25.0,,6.0
2017-11-10,Fri,4,45,11,0,0,23.2,18.6,20.3125,85.0,69.0,38,0.0,,18.0,,6.0
2017-11-11,Sat,5,45,11,1,0,23.6,18.3,20.370833333333334,92.0,70.0,30,0.0,,29.0,,6.0
2017-11-12,Sun,6,45,11,1,0,29.2,17.5,22.125,93.0,37.0,13,0.0,,44.0,,10.0
2017-11-13,Mon,0,46,11,0,0,31.3,15.9,24.454166666666666,86.0,15.0,31,1.0,,74.0,,18.0
2017-11-14,Tue,1,46,11,0,0,29.8,19.4,24.27916666666667,68.0,29.0,45,0.0,,53.0,,6.0
2017-11-15,Wed,2,46,11,0,1,29.7,19.2,23.758333333333336,77.0,31.0,25,0.0,,54.0,,6.0
2017-11-16,Thu,3,46,11,0,0,30.7,18.0,23.666666666666668,78.0,26.0,37,0.0,9.0,63.0,6.0,6.0
2017-11-17,Fri,4,46,11,0,0,32.4,19.6,25.1125,75.0,24.0,39,0.0,14.0,55.0,8.0,6.0
2017-11-18,Sat,5,46,11,1,0,29.7,19.7,24.275,91.0,40.0,35,0.0,15.0,57.0,10.0,8.0
2017-11-19,Sun,6,46,11,1,0,29.4,18.3,22.04583333333333,92.0,48.0,18,0.0,10.0,62.0,6.0,6.0
2017-11-20,Mon,0,47,11,0,0,28.8,19.8,22.991666666666664,92.0,49.0,46,0.0,14.0,41.0,,8.0
2017-11-21,Tue,1,47,11,0,0,25.6,19.5,21.0875,92.0,67.0,45,1.0,10.0,34.0,,8.0
2017-11-22,Wed,2,47,11,0,0,22.7,19.4,20.695833333333333,92.0,74.0,37,0.0,12.0,30.0,,10.0
2017-11-23,Thu,3,47,11,0,0,24.2,19.1,20.754166666666663,92.0,68.0,41,0.0,10.0,30.0,,10.0
2017-11-24,Fri,4,47,11,0,0,24.1,17.9,20.370833333333334,90.0,66.0,35,0.0,5.0,25.0,,8.0
2017-11-25,Sat,5,47,11,1,0,27.6,18.5,22.1,82.0,53.0,32,0.0,5.0,35.0,,6.0
2017-11-26,Sun,6,47,11,1,0,27.3,19.4,22.258333333333336,78.0,50.0,20,0.0,8.0,39.0,,10.0
2017-11-27,Mon,0,48,11,0,0,29.2,19.5,23.429166666666664,83.0,44.0,39,0.0,10.0,40.0,,10.0
2017-11-28,Tue,1,48,11,0,0,29.9,20.0,23.933333333333334,88.0,41.0,39,0.0,10.0,66.0,,10.0
2017-11-29,Wed,2,48,11,0,0,29.4,20.1,23.2,90.0,44.0,46,0.0,6.0,50.0,,6.0
2017-11-30,Thu,3,48,11,0,0,27.5,18.2,21.504166666666663,91.0,49.0,58,0.0,,40.0,,6.0
2017-12-01,Fri,4,48,12,0,0,21.4,18.9,19.766666666666666,92.0,80.0,50,1.0,,25.0,,10.0
2017-12-02,Sat,5,48,12,1,0,24.8,18.3,20.266666666666666,92.0,68.0,33,0.0,,47.0,,8.0
2017-12-03,Sun,6,48,12,1,0,26.8,19.0,20.9125,93.0,67.0,27,0.0,,35.0,,8.0
2017-12-04,Mon,0,49,12,0,0,27.0,20.2,22.1625,93.0,67.0,33,1.0,,25.0,,14.0
2017-12-05,Tue,1,49,12,0,0,29.4,20.5,24.141666666666666,91.0,50.0,46,1.0,,58.0,,12.0
2017-12-06,Wed,2,49,12,0,0,27.7,20.5,23.266666666666666,86.0,55.0,41,0.0,,33.0,,6.0
2017-12-07,Thu,3,49,12,0,0,25.8,19.8,21.3375,90.0,61.0,46,0.0,,24.0,,8.0
2017-12-08,Fri,4,49,12,0,0,23.7,19.0,20.65,92.0,84.0,31,1.0,,23.0,,10.0
2017-12-09,Sat,5,49,12,1,0,30.5,18.3,23.27916666666667,93.0,42.0,30,1.0,,57.0,,18.0
2017-12-10,Sun,6,49,12,1,0,30.6,18.7,24.40416666666667,92.0,34.0,20,0.0,,68.0,,12.0
2017-12-11,Mon,0,50,12,0,0,23.9,19.5,21.67083333333333,91.0,71.0,40,0.0,,26.0,,12.0
2017-12-12,Tue,1,50,12,0,0,28.5,18.7,22.508333333333336,92.0,47.0,53,0.0,,47.0,,6.0
2017-12-13,Wed,2,50,12,0,0,24.6,19.0,21.4875,86.0,55.0,45,0.0,,40.0,,6.0
2017-12-14,Thu,3,50,12,0,0,26.1,18.5,20.995833333333334,91.0,56.0,40,0.0,,29.0,,8.0
2017-12-15,Fri,4,50,12,0,0,27.5,18.2,21.820833333333336,85.0,50.0,50,0.0,6.0,33.0,,8.0
2017-12-16,Sat,5,50,12,1,0,28.1,18.3,21.275,92.0,49.0,28,1.0,10.0,34.0,,12.0
2017-12-17,Sun,6,50,12,1,0,28.9,19.0,23.183333333333334,92.0,42.0,17,1.0,5.0,38.0,,6.0
2017-12-18,Mon,0,51,12,0,0,31.0,19.0,24.429166666666664,79.0,31.0,43,0.0,6.0,42.0,,8.0
2017-12-19,Tue,1,51,12,0,0,29.7,19.6,24.275,80.0,35.0,47,0.0,6.0,50.0,,6.0
2017-12-20,Wed,2,51,12,0,0,30.7,19.5,24.42083333333333,73.0,33.0,44,0.0,5.0,45.0,,6.0
2017-12-21,Thu,3,51,12,0,0,30.1,20.4,24.4875,78.0,41.0,39,,6.0,42.0,,8.0
2017-12-22,Fri,4,51,12,0,0,30.3,20.6,24.133333333333336,80.0,37.0,39,0.0,8.0,41.0,,8.0
2017-12-23,Sat,5,51,12,1,0,31.7,20.5,25.10833333333333,81.0,28.0,33,0.0,6.0,58.0,,8.0
2017-12-24,Sun,6,51,12,1,0,32.4,20.9,26.308333333333334,79.0,35.0,19,0.0,6.0,49.0,,8.0
2017-12-25,Mon,0,52,12,0,1,32.8,21.7,26.804166666666664,79.0,38.0,31,0.0,8.0,45.0,,10.0
2017-12-26,Tue,1,52,12,0,0,31.6,22.0,26.379166666666663,79.0,36.0,43,0.0,9.0,46.0,,8.0
2017-12-27,Wed,2,52,12,0,0,31.5,21.9,25.916666666666668,81.0,45.0,34,0.0,9.0,52.0,,8.0
2017-12-28,Thu,3,52,12,0,0,33.0,21.1,26.1625,80.0,33.0,46,0.0,9.0,56.0,,8.0
2017-12-29,Fri,4,52,12,0,0,30.3,22.1,25.5125,74.0,40.0,46,0.0,9.0,46.0,,8.0
2017-12-30,Sat,5,52,12,1,0,26.5,19.5,22.73333333333333,93.0,57.0,27,,9.0,40.0,,8.0
2017-12-31,Sun,6,52,12,1,0,28.0,19.2,22.58333333333333,93.0,49.0,41,0.0,9.0,42.0,,8.0
2018-01-01,Mon,0,1,1,0,1,29.8,20.3,23.620833333333334,92.0,40.0,34,0.0,,39.0,,10.0
2018-01-02,Tue,1,1,1,0,0,29.8,19.4,24.0125,92.0,49.0,39,0.0,,33.0,,12.0
2018-01-03,Wed,2,1,1,0,0,30.1,18.7,23.570833333333336,93.0,47.0,49,0.0,,27.0,,10.0
2018-01-04,Thu,3,1,1,0,0,22.4,18.8,20.391666666666666,93.0,85.0,37,0.0,,19.0,,10.0
2018-01-05,Fri,4,1,1,0,0,28.0,19.0,21.15,93.0,58.0,45,0.0,,30.0,,10.0
2018-01-06,Sat,5,1,1,1,0,27.3,17.7,21.5,92.0,57.0,21,0.0,,53.0,,10.0
2018-01-07,Sun,6,1,1,1,0,29.7,19.1,23.379166666666663,92.0,46.0,22,0.0,,38.0,,8.0
2018-01-08,Mon,0,2,1,0,0,29.0,20.2,24.2625,80.0,34.0,44,0.0,,34.0,,8.0
2018-01-09,Tue,1,2,1,0,0,29.2,19.7,23.6375,73.0,39.0,38,0.0,,34.0,,8.0
2018-01-10,Wed,2,2,1,0,0,29.4,20.3,24.516666666666666,77.0,38.0,30,,,39.0,,8.0
2018-01-11,Thu,3,2,1,0,0,27.7,19.6,23.34166666666667,77.0,44.0,30,,,30.0,,8.0
2018-01-12,Fri,4,2,1,0,0,29.7,19.8,23.620833333333334,74.0,39.0,48,0.0,,45.0,,10.0
2018-01-13,Sat,5,2,1,1,0,30.1,19.9,24.370833333333334,77.0,34.0,31,0.0,,45.0,,8.0
2018-01-14,Sun,6,2,1,1,0,28.5,19.4,22.78333333333333,90.0,54.0,27,,,,,12.0
2018-01-15,Mon,0,3,1,0,0,29.8,18.9,23.320833333333336,89.0,47.0,40,0.0,,,,12.0
2018-01-16,Tue,1,3,1,0,0,30.7,19.1,25.079166666666666,90.0,38.0,49,0.0,12.0,36.0,6.0,10.0
2018-01-17,Wed,2,3,1,0,0,30.2,19.7,25.2,77.0,35.0,42,0.0,14.0,43.0,6.0,10.0
2018-01-18,Thu,3,3,1,0,0,30.7,19.5,25.2125,68.0,27.0,42,0.0,13.0,42.0,6.0,10.0
2018-01-19,Fri,4,3,1,0,0,32.4,20.2,26.104166666666668,69.0,23.0,41,0.0,,53.0,7.0,10.0
2018-01-20,Sat,5,3,1,1,0,32.4,21.3,26.85833333333333,61.0,19.0,17,0.0,,51.0,6.0,10.0
2018-01-21,Sun,6,3,1,1,0,32.2,21.8,26.83333333333333,51.0,21.0,22,0.0,,52.0,6.0,10.0
2018-01-22,Mon,0,4,1,0,0,31.1,21.9,25.42083333333333,77.0,34.0,39,,,46.0,7.0,10.0
2018-01-23,Tue,1,4,1,0,0,29.7,20.4,24.02916666666667,88.0,45.0,50,0.0,,42.0,7.0,10.0
2018-01-24,Wed,2,4,1,0,0,30.6,20.8,24.775,83.0,38.0,49,0.0,,42.0,7.0,10.0
2018-01-25,Thu,3,4,1,0,0,29.8,20.7,24.7375,73.0,38.0,47,,,37.0,6.0,10.0
2018-01-26,Fri,4,4,1,0,0,31.3,20.1,25.191666666666663,66.0,30.0,41,0.0,,46.0,7.0,10.0
2018-01-27,Sat,5,4,1,1,0,30.9,21.7,25.6875,71.0,33.0,36,0.0,,47.0,7.0,10.0
2018-01-28,Sun,6,4,1,1,0,32.3,20.5,25.65416666666667,80.0,29.0,20,0.0,,52.0,6.0,10.0
2018-01-29,Mon,0,5,1,0,0,30.5,19.8,24.95,91.0,44.0,39,0.0,,38.0,10.0,10.0
2018-01-30,Tue,1,5,1,0,0,29.4,18.7,22.916666666666668,93.0,55.0,42,0.0,,34.0,10.0,12.0
2018-01-31,Wed,2,5,1,0,0,27.9,19.7,21.92083333333333,93.0,59.0,45,0.0,,25.0,7.0,10.0
2018-02-01,Thu,3,5,2,0,0,25.9,18.1,20.704166666666666,91.0,69.0,62,,,27.0,7.0,10.0
2018-02-02,Fri,4,5,2,0,0,21.6,18.3,19.879166666666663,92.0,81.0,41,0.0,,16.0,7.0,12.0
2018-02-03,Sat,5,5,2,1,0,28.1,18.0,20.6125,93.0,55.0,24,0.0,,30.0,5.0,10.0
2018-02-04,Sun,6,5,2,1,0,21.9,18.1,19.616666666666667,91.0,76.0,20,0.0,,27.0,3.0,8.0
2018-02-05,Mon,0,6,2,0,0,22.4,17.6,19.225,93.0,80.0,37,0.0,,24.0,6.0,10.0
2018-02-06,Tue,1,6,2,0,0,27.2,18.6,21.025,93.0,59.0,35,0.0,,20.0,8.0,12.0
2018-02-07,Wed,2,6,2,0,0,28.0,18.3,21.84583333333333,93.0,50.0,38,,,,,
2018-02-08,Thu,3,6,2,0,0,31.2,18.4,23.679166666666664,93.0,41.0,43,,,,,
2018-02-09,Fri,4,6,2,0,0,31.3,20.6,24.52916666666667,83.0,40.0,29,0.0,11.0,47.0,6.0,10.0
2018-02-10,Sat,5,6,2,1,0,30.0,21.2,23.5875,90.0,50.0,28,0.0,14.0,,8.0,12.0
2018-02-11,Sun,6,6,2,1,0,30.2,20.6,24.59166666666667,86.0,42.0,18,0.0,10.0,,6.0,8.0
2018-02-12,Mon,0,7,2,0,0,30.1,19.2,24.258333333333336,69.0,29.0,19,0.0,10.0,,5.0,10.0
2018-02-13,Tue,1,7,2,0,0,29.8,20.2,24.979166666666668,75.0,36.0,12,0.0,9.0,73.0,5.0,10.0
2018-02-14,Wed,2,7,2,0,0,29.5,20.7,24.775,77.0,35.0,40,0.0,10.0,77.0,6.0,10.0
2018-02-15,Thu,3,7,2,0,0,28.6,18.6,23.875,78.0,42.0,36,0.0,10.0,65.0,6.0,10.0
2018-02-16,Fri,4,7,2,0,0,28.7,19.1,23.3125,90.0,40.0,42,0.0,10.0,72.0,6.0,10.0
2018-02-17,Sat,5,7,2,1,0,28.7,19.0,23.1375,82.0,44.0,25,0.0,6.0,66.0,,10.0
2018-02-18,Sun,6,7,2,1,0,30.6,19.6,24.0625,81.0,39.0,19,0.0,7.0,66.0,,10.0
2018-02-19,Mon,0,8,2,0,0,28.3,20.8,23.579166666666666,90.0,53.0,45,0.0,15.0,67.0,,12.0
2018-02-20,Tue,1,8,2,0,0,28.6,19.2,22.058333333333334,91.0,54.0,36,0.0,17.0,,,14.0
2018-02-21,Wed,2,8,2,0,0,28.3,19.6,22.6125,91.0,59.0,28,0.0,18.0,,,12.0
2018-02-22,Thu,3,8,2,0,0,25.3,19.2,20.945833333333333,92.0,69.0,27,0.0,17.0,,,14.0
2018-02-23,Fri,4,8,2,0,0,27.7,18.7,21.79583333333333,92.0,53.0,47,0.0,21.0,,,12.0
2018-02-24,Sat,5,8,2,1,0,29.1,18.7,22.79583333333333,93.0,49.0,27,0.0,8.0,,,10.0
2018-02-25,Sun,6,8,2,1,0,28.2,18.5,22.29583333333333,92.0,54.0,21,0.0,6.0,75.0,,10.0
2018-02-26,Mon,0,9,2,0,0,29.2,20.1,22.579166666666666,89.0,52.0,56,0.0,13.0,75.0,,12.0
2018-02-27,Tue,1,9,2,0,0,29.6,19.6,23.97083333333333,89.0,48.0,43,0.0,14.0,66.0,,12.0
2018-02-28,Wed,2,9,2,0,0,30.6,21.2,24.71666666666667,83.0,46.0,62,0.0,18.0,58.0,,12.0
2018-03-01,Thu,3,9,3,0,0,31.4,19.6,24.370833333333334,91.0,43.0,77,0.0,19.0,62.0,,14.0
2018-03-02,Fri,4,9,3,0,0,30.0,20.2,23.77083333333333,92.0,55.0,46,1.0,18.0,,,14.0
2018-03-03,Sat,5,9,3,1,0,30.7,19.7,23.954166666666666,91.0,46.0,26,1.0,15.0,79.0,,12.0
2018-03-04,Sun,6,9,3,1,0,29.8,20.6,23.7375,90.0,53.0,35,0.0,13.0,,,12.0
2018-03-05,Mon,0,10,3,0,0,29.2,18.9,22.704166666666666,93.0,53.0,50,1.0,29.0,,,16.0
2018-03-06,Tue,1,10,3,0,0,31.8,19.4,24.5625,93.0,41.0,51,1.0,30.0,,,18.0
2018-03-07,Wed,2,10,3,0,0,29.8,20.1,24.241666666666664,92.0,48.0,44,1.0,24.0,,,14.0
2018-03-08,Thu,3,10,3,0,0,30.2,19.8,23.77916666666667,93.0,47.0,42,1.0,18.0,,,12.0
2018-03-09,Fri,4,10,3,0,0,24.7,19.4,21.4125,93.0,68.0,48,1.0,16.0,,,14.0
2018-03-10,Sat,5,10,3,1,0,27.5,20.2,22.525,92.0,60.0,35,1.0,14.0,,,12.0
2018-03-11,Sun,6,10,3,1,0,26.8,19.7,21.979166666666668,93.0,66.0,27,0.0,12.0,,,10.0
2018-03-12,Mon,0,11,3,0,0,30.4,19.1,23.791666666666668,93.0,40.0,44,1.0,26.0,,,10.0
2018-03-13,Tue,1,11,3,0,0,31.6,19.3,25.33333333333333,91.0,39.0,49,1.0,29.0,54.0,29.0,10.0
2018-03-14,Wed,2,11,3,0,0,31.6,21.7,25.8375,88.0,44.0,50,1.0,19.0,71.0,9.0,8.0
2018-03-15,Thu,3,11,3,0,0,31.5,21.1,26.45833333333333,89.0,39.0,60,1.0,20.0,66.0,10.0,10.0
2018-03-16,Fri,4,11,3,0,0,31.0,18.6,24.633333333333336,93.0,45.0,60,1.0,18.0,69.0,9.0,10.0
2018-03-17,Sat,5,11,3,1,0,29.3,19.2,22.21666666666667,92.0,50.0,38,1.0,26.0,69.0,11.0,10.0
2018-03-18,Sun,6,11,3,1,0,29.4,19.0,23.166666666666668,92.0,45.0,35,1.0,12.0,62.0,6.0,8.0
2018-03-19,Mon,0,12,3,0,0,30.7,19.1,24.475,89.0,36.0,48,0.0,18.0,60.0,9.0,10.0
2018-03-20,Tue,1,12,3,0,0,29.7,19.1,23.816666666666663,92.0,41.0,54,1.0,19.0,46.0,10.0,10.0
2018-03-21,Wed,2,12,3,0,0,28.1,20.2,23.008333333333336,90.0,53.0,70,1.0,34.0,30.0,32.0,10.0
2018-03-22,Thu,3,12,3,0,0,28.9,19.3,22.03333333333333,92.0,51.0,56,1.0,23.0,49.0,11.0,10.0
2018-03-23,Fri,4,12,3,0,0,28.4,18.1,22.429166666666664,92.0,55.0,43,1.0,8.0,45.0,5.0,10.0
2018-03-24,Sat,5,12,3,1,0,26.8,19.3,22.34166666666667,80.0,45.0,46,0.0,6.0,38.0,3.0,10.0
2018-03-25,Sun,6,12,3,1,0,27.9,18.9,22.316666666666663,83.0,53.0,34,0.0,,38.0,,10.0
2018-03-26,Mon,0,13,3,0,0,27.5,19.2,22.7375,81.0,40.0,58,0.0,10.0,41.0,5.0,10.0
2018-03-27,Tue,1,13,3,0,0,27.9,19.1,22.55,81.0,37.0,65,0.0,11.0,47.0,6.0,10.0
2018-03-28,Wed,2,13,3,0,0,27.6,17.3,22.34583333333333,86.0,45.0,59,0.0,10.0,43.0,5.0,10.0
2018-03-29,Thu,3,13,3,0,0,27.6,18.7,22.73333333333333,82.0,41.0,71,0.0,11.0,46.0,6.0,10.0
2018-03-30,Fri,4,13,3,0,1,28.1,17.7,22.42083333333333,86.0,38.0,41,0.0,9.0,47.0,6.0,10.0
2018-03-31,Sat,5,13,3,1,0,27.9,18.6,22.54583333333333,82.0,42.0,65,0.0,9.0,52.0,6.0,10.0
2018-04-01,Sun,6,13,4,1,0,28.7,17.9,22.929166666666664,81.0,40.0,67,0.0,10.0,57.0,6.0,10.0
2018-04-02,Mon,0,14,4,0,0,29.1,19.1,23.6375,83.0,47.0,52,1.0,21.0,45.0,10.0,10.0
2018-04-03,Tue,1,14,4,0,0,30.2,19.1,24.004166666666663,88.0,46.0,54,1.0,24.0,42.0,11.0,10.0
2018-04-04,Wed,2,14,4,0,0,30.0,19.8,23.5875,91.0,45.0,88,1.0,24.0,51.0,27.0,10.0
2018-04-05,Thu,3,14,4,0,0,30.5,18.9,23.1625,91.0,44.0,64,1.0,21.0,53.0,10.0,10.0
2018-04-06,Fri,4,14,4,0,0,26.1,19.3,21.54583333333333,92.0,50.0,49,1.0,17.0,35.0,8.0,10.0
2018-04-07,Sat,5,14,4,1,0,28.5,18.6,22.629166666666663,84.0,45.0,34,0.0,10.0,42.0,5.0,10.0
2018-04-08,Sun,6,14,4,1,0,27.7,19.3,22.554166666666664,85.0,49.0,49,0.0,,41.0,,8.0
2018-04-09,Mon,0,15,4,0,0,27.0,18.9,22.241666666666664,84.0,47.0,71,0.0,,40.0,,10.0
2018-04-10,Tue,1,15,4,0,0,27.0,19.1,22.2125,82.0,44.0,64,0.0,10.0,41.0,6.0,10.0
2018-04-11,Wed,2,15,4,0,0,26.6,18.2,21.829166666666666,82.0,45.0,82,0.0,10.0,42.0,5.0,8.0
2018-04-12,Thu,3,15,4,0,0,26.5,17.9,20.654166666666665,78.0,51.0,67,0.0,8.0,37.0,,10.0
2018-04-13,Fri,4,15,4,0,0,26.7,18.0,21.570833333333336,84.0,50.0,57,0.0,,32.0,5.0,10.0
2018-04-14,Sat,5,15,4,1,0,29.3,16.5,22.633333333333336,90.0,40.0,40,0.0,,34.0,,10.0
2018-04-15,Sun,6,15,4,1,0,27.4,19.3,22.433333333333334,81.0,50.0,50,0.0,,40.0,,10.0
2018-04-16,Mon,0,16,4,0,0,24.4,18.9,20.95,80.0,59.0,62,0.0,,32.0,,10.0
2018-04-17,Tue,1,16,4,0,0,24.8,17.2,20.120833333333334,77.0,45.0,58,0.0,8.0,35.0,4.0,10.0
2018-04-18,Wed,2,16,4,0,0,24.9,14.7,19.42083333333333,84.0,45.0,64,0.0,10.0,40.0,5.0,10.0
2018-04-19,Thu,3,16,4,0,0,24.6,14.9,19.258333333333333,86.0,49.0,70,0.0,13.0,40.0,6.0,10.0
2018-04-20,Fri,4,16,4,0,0,27.3,15.0,20.8875,88.0,34.0,73,0.0,18.0,61.0,9.0,12.0
2018-04-21,Sat,5,16,4,1,1,25.1,17.5,20.35833333333333,79.0,50.0,51,0.0,11.0,47.0,6.0,10.0
2018-04-22,Sun,6,16,4,1,0,25.5,16.8,19.9375,81.0,46.0,41,0.0,,53.0,,10.0
2018-04-23,Mon,0,17,4,0,0,24.8,16.0,19.866666666666667,81.0,49.0,61,0.0,9.0,43.0,5.0,10.0
2018-04-24,Tue,1,17,4,0,0,25.9,17.3,20.55,83.0,51.0,62,0.0,,34.0,,8.0
2018-04-25,Wed,2,17,4,0,0,26.1,16.9,21.03333333333333,89.0,50.0,78,0.0,10.0,30.0,4.0,10.0
2018-04-26,Thu,3,17,4,0,0,27.5,17.5,22.08333333333333,87.0,43.0,71,0.0,12.0,38.0,6.0,8.0
2018-04-27,Fri,4,17,4,0,0,27.9,18.5,22.42083333333333,81.0,40.0,79,0.0,11.0,42.0,6.0,10.0
2018-04-28,Sat,5,17,4,1,0,27.6,17.3,21.741666666666664,87.0,38.0,58,0.0,10.0,45.0,5.0,10.0
2018-04-29,Sun,6,17,4,1,0,26.7,16.3,21.05,86.0,41.0,39,0.0,,50.0,,10.0
2018-04-30,Mon,0,18,4,0,0,27.2,17.0,21.0875,74.0,36.0,69,0.0,11.0,52.0,6.0,10.0
2018-05-01,Tue,1,18,5,0,1,28.4,14.9,21.3875,84.0,30.0,73,0.0,14.0,74.0,8.0,10.0
2018-05-02,Wed,2,18,5,0,0,27.9,13.9,20.870833333333334,83.0,22.0,62,0.0,15.0,55.0,7.0,10.0
2018-05-03,Thu,3,18,5,0,0,28.5,16.6,21.758333333333336,70.0,31.0,82,0.0,22.0,67.0,11.0,10.0
2018-05-04,Fri,4,18,5,0,0,28.2,16.6,21.9,81.0,36.0,81,0.0,17.0,58.0,9.0,8.0
2018-05-05,Sat,5,18,5,1,0,28.4,17.9,22.34166666666667,82.0,37.0,46,0.0,14.0,55.0,8.0,8.0
2018-05-06,Sun,6,18,5,1,0,27.8,15.6,21.1,91.0,42.0,32,0.0,15.0,52.0,10.0,8.0
2018-05-07,Mon,0,19,5,0,0,25.9,15.7,20.558333333333334,87.0,43.0,69,0.0,12.0,50.0,6.0,10.0
2018-05-08,Tue,1,19,5,0,0,26.0,14.9,19.85,88.0,47.0,56,0.0,11.0,40.0,6.0,10.0
2018-05-09,Wed,2,19,5,0,0,25.5,14.8,19.683333333333334,89.0,47.0,85,0.0,9.0,35.0,5.0,10.0
2018-05-10,Thu,3,19,5,0,0,25.0,12.9,18.729166666666668,90.0,45.0,58,0.0,9.0,39.0,3.0,10.0
2018-05-11,Fri,4,19,5,0,0,27.7,14.5,20.366666666666667,85.0,36.0,61,1.0,18.0,50.0,8.0,10.0
2018-05-12,Sat,5,19,5,1,0,29.1,15.4,21.34583333333333,90.0,31.0,52,1.0,30.0,40.0,32.0,10.0
2018-05-13,Sun,6,19,5,1,0,28.3,17.4,21.445833333333336,82.0,32.0,55,1.0,30.0,54.0,37.0,10.0
2018-05-14,Mon,0,20,5,0,0,26.7,19.0,21.89583333333333,79.0,45.0,67,0.0,13.0,47.0,7.0,10.0
2018-05-15,Tue,1,20,5,0,0,26.5,18.1,20.9875,80.0,44.0,69,0.0,10.0,40.0,4.0,10.0
2018-05-16,Wed,2,20,5,0,0,28.0,17.3,21.6875,85.0,42.0,67,1.0,18.0,37.0,,10.0
2018-05-17,Thu,3,20,5,0,0,26.6,16.8,21.308333333333334,90.0,54.0,65,1.0,15.0,46.0,,10.0
2018-05-18,Fri,4,20,5,0,0,27.0,18.8,21.554166666666664,82.0,47.0,59,0.0,11.0,33.0,,8.0
