"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"03/01/2016";"1700";"25,0";"25,9";"23,0";"67,0";"77,0";"63,0";"18,6";"19,3";"17,8";"916,1";"916,6";"916,0";"4,4";"324,0";"11,9";"2964,60";"0,0"
"03/01/2016";"1800";"23,3";"25,0";"23,2";"73,0";"75,0";"66,0";"18,2";"18,8";"17,9";"915,8";"916,1";"915,7";"1,5";"342,0";"8,7";"1015,70";"0,0"
"03/01/2016";"1900";"23,7";"23,7";"23,0";"73,0";"77,0";"72,0";"18,7";"19,1";"18,0";"914,7";"915,8";"914,7";"0,7";"1,0";"3,7";"494,00";"0,0"
"03/01/2016";"2000";"23,4";"23,8";"23,3";"74,0";"77,0";"72,0";"18,6";"19,1";"18,2";"914,7";"914,8";"914,5";"0,7";"320,0";"3,4";"434,00";"0,0"
"03/01/2016";"2100";"23,2";"23,6";"23,2";"72,0";"78,0";"71,0";"17,9";"19,2";"17,9";"915,5";"915,5";"914,7";"0,3";"229,0";"1,5";"88,70";"0,0"
"03/01/2016";"2200";"20,6";"23,3";"20,6";"88,0";"88,0";"72,0";"18,5";"19,3";"18,0";"916,6";"916,6";"915,4";"1,7";"241,0";"6,9";"";"5,6"
"03/01/2016";"2300";"20,3";"20,6";"20,2";"91,0";"91,0";"88,0";"18,8";"18,8";"18,4";"917,3";"917,3";"916,6";"0,6";"171,0";"4,6";"";"4,0"
"04/01/2016";"0000";"19,9";"20,4";"19,9";"91,0";"91,0";"90,0";"18,4";"18,9";"18,3";"917,5";"917,6";"917,3";"0,1";"229,0";"3,3";"";"3,0"
"04/01/2016";"0100";"19,7";"19,9";"19,7";"92,0";"92,0";"91,0";"18,4";"18,5";"18,4";"918,1";"918,1";"917,5";"0,6";"9,0";"1,4";"";"0,8"
"04/01/2016";"0200";"19,7";"19,8";"19,6";"93,0";"93,0";"92,0";"18,5";"18,5";"18,4";"917,9";"918,2";"917,9";"0,6";"330,0";"1,8";"";"0,0"
"04/01/2016";"0300";"20,2";"20,3";"19,7";"93,0";"93,0";"93,0";"19,0";"19,1";"18,5";"917,5";"917,9";"917,5";"1,6";"23,0";"2,7";"";"0,0"
"04/01/2016";"0400";"20,3";"20,3";"20,1";"93,0";"93,0";"93,0";"19,0";"19,1";"18,9";"917,2";"917,5";"917,2";"1,2";"72,0";"2,9";"";"0,2"
"04/01/2016";"0500";"20,1";"20,3";"20,0";"92,0";"93,0";"92,0";"18,7";"19,1";"18,6";"916,8";"917,2";"916,8";"1,9";"94,0";"4,0";"";"0,4"
"04/01/2016";"0600";"19,7";"20,1";"19,7";"91,0";"92,0";"90,0";"18,1";"18,7";"18,1";"916,8";"916,8";"916,7";"1,4";"77,0";"4,0";"";"0,2"
"04/01/2016";"0700";"19,7";"19,8";"19,6";"91,0";"92,0";"91,0";"18,3";"18,4";"18,1";"916,7";"916,8";"916,6";"0,3";"74,0";"3,2";"";"0,0"
"04/01/2016";"0800";"19,7";"19,8";"19,6";"91,0";"92,0";"91,0";"18,3";"18,4";"18,1";"917,1";"917,1";"916,7";"0,2";"76,0";"2,1";"";"0,0"
"04/01/2016";"0900";"19,7";"19,8";"19,5";"91,0";"91,0";"91,0";"18,2";"18,3";"18,1";"917,6";"917,6";"917,1";"0,6";"106,0";"2,3";"11,50";"0,4"
"04/01/2016";"1000";"20,0";"20,0";"19,6";"89,0";"91,0";"89,0";"18,2";"18,3";"18,0";"918,2";"918,2";"917,6";"1,4";"110,0";"2,4";"156,90";"0,0"
"04/01/2016";"1100";"20,3";"20,5";"20,0";"87,0";"90,0";"86,0";"18,1";"18,4";"18,0";"918,8";"918,8";"918,2";"1,3";"107,0";"3,0";"336,70";"0,2"
"04/01/2016";"1200";"21,1";"21,1";"20,2";"84,0";"88,0";"84,0";"18,3";"18,7";"17,8";"919,3";"919,3";"918,8";"1,7";"125,0";"3,8";"509,60";"0,0"
"04/01/2016";"1300";"21,9";"22,0";"21,1";"81,0";"85,0";"79,0";"18,4";"19,2";"18,0";"919,2";"919,3";"919,2";"2,3";"92,0";"4,2";"952,70";"0,0"
"04/01/2016";"1400";"22,8";"22,9";"21,9";"77,0";"83,0";"76,0";"18,6";"19,4";"18,1";"919,0";"919,2";"919,0";"2,6";"61,0";"5,4";"1425,00";"0,0"
"04/01/2016";"1500";"24,8";"24,8";"22,6";"76,0";"81,0";"74,0";"20,3";"20,7";"18,2";"918,5";"919,0";"918,5";"1,4";"28,0";"5,8";"2288,20";"0,2"
"04/01/2016";"1600";"25,0";"25,4";"23,8";"70,0";"78,0";"69,0";"19,0";"20,4";"18,4";"917,9";"918,5";"917,9";"1,5";"14,0";"4,6";"2542,60";"0,0"
"04/01/2016";"1700";"25,4";"26,0";"24,8";"64,0";"72,0";"63,0";"18,2";"19,8";"17,5";"917,3";"917,9";"917,3";"1,8";"28,0";"5,3";"2460,20";"0,2"
"04/01/2016";"1800";"24,1";"25,9";"24,1";"74,0";"74,0";"64,0";"19,3";"19,7";"17,9";"916,6";"917,3";"916,6";"0,6";"21,0";"3,3";"831,60";"0,0"
"04/01/2016";"1900";"21,9";"24,1";"21,0";"88,0";"91,0";"73,0";"19,7";"20,2";"18,7";"916,3";"916,7";"916,3";"2,4";"110,0";"6,6";"771,80";"4,6"
"04/01/2016";"2000";"21,2";"22,2";"21,2";"87,0";"89,0";"85,0";"18,9";"20,2";"18,8";"916,3";"916,5";"916,3";"3,1";"132,0";"5,9";"542,90";"0,0"
"04/01/2016";"2100";"20,2";"21,2";"20,2";"91,0";"91,0";"87,0";"18,6";"19,0";"18,6";"916,9";"916,9";"916,3";"2,1";"106,0";"5,4";"159,50";"1,6"
"04/01/2016";"2200";"20,6";"20,7";"20,2";"90,0";"91,0";"90,0";"19,0";"19,1";"18,6";"917,3";"917,3";"916,9";"1,1";"117,0";"4,0";"35,60";"0,0"
"04/01/2016";"2300";"20,2";"20,6";"20,2";"91,0";"91,0";"90,0";"18,7";"19,0";"18,7";"917,9";"917,9";"917,3";"0,2";"33,0";"2,7";"";"0,2"
"05/01/2016";"0000";"20,6";"20,8";"20,2";"90,0";"92,0";"90,0";"19,0";"19,2";"18,7";"918,6";"918,6";"917,9";"0,5";"71,0";"2,0";"";"0,0"
"05/01/2016";"0100";"20,3";"20,6";"20,2";"91,0";"91,0";"90,0";"18,8";"18,9";"18,6";"919,0";"919,0";"918,6";"1,3";"39,0";"3,0";"";"0,0"
"05/01/2016";"0200";"20,1";"20,7";"20,1";"87,0";"91,0";"84,0";"17,9";"18,8";"17,8";"919,1";"919,2";"919,0";"1,2";"76,0";"4,0";"";"0,0"
"05/01/2016";"0300";"20,3";"20,4";"20,1";"84,0";"87,0";"84,0";"17,5";"18,0";"17,5";"918,7";"919,1";"918,7";"1,6";"104,0";"3,9";"";"0,0"
"05/01/2016";"0400";"19,7";"20,3";"19,7";"83,0";"85,0";"81,0";"16,8";"17,6";"16,7";"918,4";"918,7";"918,4";"2,3";"118,0";"4,8";"";"0,0"
"05/01/2016";"0500";"19,0";"19,9";"19,0";"84,0";"84,0";"81,0";"16,4";"16,8";"16,3";"918,0";"918,4";"918,0";"2,0";"92,0";"5,4";"";"0,0"
"05/01/2016";"0600";"18,8";"19,1";"18,6";"83,0";"85,0";"83,0";"15,9";"16,4";"15,9";"917,7";"918,0";"917,7";"2,4";"100,0";"5,2";"";"0,0"
"05/01/2016";"0700";"18,3";"18,8";"18,3";"84,0";"85,0";"83,0";"15,4";"15,9";"15,4";"918,1";"918,1";"917,7";"2,0";"123,0";"5,4";"";"0,0"
"05/01/2016";"0800";"18,1";"18,4";"18,0";"83,0";"84,0";"82,0";"15,2";"15,5";"15,1";"918,5";"918,5";"918,1";"1,9";"110,0";"4,4";"";"0,0"
"05/01/2016";"0900";"18,6";"18,6";"17,9";"80,0";"83,0";"80,0";"15,1";"15,2";"14,9";"919,3";"919,3";"918,5";"2,0";"116,0";"6,9";"51,20";"0,0"
"05/01/2016";"1000";"19,6";"19,6";"18,6";"75,0";"80,0";"74,0";"15,1";"15,1";"14,6";"919,7";"919,8";"919,2";"3,2";"98,0";"6,1";"442,20";"0,0"
"05/01/2016";"1100";"20,9";"21,2";"19,6";"66,0";"75,0";"65,0";"14,3";"15,4";"14,2";"920,2";"920,2";"919,8";"3,7";"105,0";"8,1";"1623,60";"0,0"
"05/01/2016";"1200";"22,6";"22,7";"20,9";"60,0";"68,0";"59,0";"14,4";"15,7";"13,9";"920,7";"920,7";"920,2";"3,9";"94,0";"8,6";"2447,00";"0,0"
"05/01/2016";"1300";"23,7";"24,2";"22,5";"57,0";"63,0";"56,0";"14,7";"16,2";"14,5";"920,8";"921,0";"920,7";"3,1";"101,0";"8,3";"2727,60";"0,0"
"05/01/2016";"1400";"25,2";"25,3";"23,6";"57,0";"60,0";"52,0";"16,0";"16,6";"14,6";"920,7";"920,9";"920,6";"3,2";"83,0";"7,7";"3311,50";"0,0"
"05/01/2016";"1500";"25,9";"26,4";"24,8";"53,0";"60,0";"50,0";"15,6";"17,2";"14,4";"920,0";"920,7";"920,0";"2,6";"96,0";"7,2";"3863,00";"0,0"
"05/01/2016";"1600";"26,7";"27,5";"25,5";"53,0";"58,0";"50,0";"16,4";"18,1";"14,7";"919,1";"920,0";"919,1";"2,9";"72,0";"6,2";"3683,40";"0,0"
"05/01/2016";"1700";"26,0";"27,4";"25,6";"57,0";"62,0";"50,0";"16,7";"18,4";"15,2";"918,5";"919,1";"918,5";"2,0";"43,0";"6,2";"2280,60";"0,0"
"05/01/2016";"1800";"25,1";"26,1";"24,9";"59,0";"64,0";"54,0";"16,4";"17,9";"16,0";"917,9";"918,5";"917,9";"1,1";"53,0";"5,6";"773,50";"0,0"
"05/01/2016";"1900";"25,8";"25,9";"25,1";"62,0";"63,0";"55,0";"17,8";"17,8";"16,1";"917,5";"917,9";"917,5";"2,1";"83,0";"4,8";"915,70";"0,0"
"05/01/2016";"2000";"25,7";"27,0";"25,6";"57,0";"63,0";"53,0";"16,5";"18,2";"16,1";"917,1";"917,5";"917,1";"3,6";"76,0";"6,8";"1751,40";"0,0"
"05/01/2016";"2100";"24,0";"25,8";"23,9";"63,0";"64,0";"57,0";"16,5";"17,2";"16,2";"917,3";"917,4";"917,1";"3,1";"95,0";"7,2";"541,50";"0,0"
"05/01/2016";"2200";"23,1";"24,1";"23,0";"65,0";"66,0";"62,0";"16,1";"16,6";"16,1";"917,8";"917,8";"917,3";"3,0";"77,0";"7,2";"57,10";"0,0"
"05/01/2016";"2300";"22,2";"23,1";"22,1";"68,0";"68,0";"65,0";"15,9";"16,3";"15,9";"918,5";"918,5";"917,8";"2,7";"74,0";"6,7";"";"0,0"
"06/01/2016";"0000";"21,6";"22,3";"21,5";"72,0";"73,0";"68,0";"16,3";"16,4";"15,9";"918,9";"918,9";"918,5";"1,5";"75,0";"6,7";"";"0,0"
"06/01/2016";"0100";"22,1";"22,4";"21,6";"70,0";"72,0";"69,0";"16,3";"16,5";"16,2";"919,5";"919,5";"918,9";"1,8";"91,0";"4,7";"";"0,0"
"06/01/2016";"0200";"21,2";"22,2";"21,0";"71,0";"73,0";"69,0";"15,8";"16,3";"15,8";"919,3";"919,5";"919,3";"1,6";"99,0";"4,9";"";"0,0"
"06/01/2016";"0300";"20,9";"21,4";"20,9";"70,0";"71,0";"68,0";"15,1";"15,8";"15,1";"918,8";"919,3";"918,8";"2,0";"109,0";"5,1";"";"0,0"
"06/01/2016";"0400";"20,2";"20,9";"20,1";"73,0";"73,0";"69,0";"15,1";"15,2";"15,0";"918,2";"918,8";"918,2";"1,9";"134,0";"5,0";"";"0,0"
"06/01/2016";"0500";"19,9";"20,2";"19,8";"73,0";"73,0";"72,0";"14,8";"15,1";"14,8";"918,1";"918,2";"918,1";"1,6";"97,0";"3,5";"";"0,0"
"06/01/2016";"0600";"19,6";"19,9";"19,5";"73,0";"74,0";"72,0";"14,6";"14,9";"14,5";"918,2";"918,2";"918,1";"1,7";"100,0";"2,7";"";"0,0"
"06/01/2016";"0700";"19,2";"19,6";"19,0";"75,0";"76,0";"73,0";"14,7";"14,7";"14,5";"918,0";"918,2";"918,0";"2,2";"108,0";"3,8";"";"0,0"
"06/01/2016";"0800";"18,6";"19,2";"18,5";"79,0";"79,0";"75,0";"14,9";"15,0";"14,6";"918,1";"918,1";"917,9";"2,5";"107,0";"5,0";"";"0,0"
"06/01/2016";"0900";"19,5";"19,5";"18,6";"76,0";"79,0";"76,0";"15,2";"15,3";"14,9";"918,8";"918,8";"918,1";"2,2";"109,0";"5,6";"41,10";"0,0"
"06/01/2016";"1000";"20,8";"20,8";"19,5";"73,0";"77,0";"73,0";"15,8";"15,9";"15,2";"919,2";"919,2";"918,8";"4,1";"112,0";"8,7";"599,90";"0,0"
"06/01/2016";"1100";"22,2";"22,5";"20,8";"70,0";"74,0";"68,0";"16,5";"16,8";"15,7";"919,8";"919,8";"919,2";"0,5";"86,0";"8,7";"1453,90";"0,0"
"06/01/2016";"1200";"23,3";"23,9";"22,2";"65,0";"71,0";"63,0";"16,3";"17,3";"15,7";"920,1";"920,1";"919,8";"2,9";"74,0";"6,6";"2105,10";"0,0"
"06/01/2016";"1300";"25,4";"25,6";"22,5";"58,0";"68,0";"57,0";"16,4";"17,8";"15,6";"920,0";"920,1";"919,9";"1,8";"82,0";"6,6";"2097,60";"0,0"
"06/01/2016";"1400";"26,2";"26,8";"24,4";"53,0";"62,0";"48,0";"15,7";"17,3";"14,4";"919,2";"920,0";"919,2";"2,3";"117,0";"6,4";"3512,20";"0,0"
"06/01/2016";"1500";"28,0";"28,0";"26,2";"47,0";"54,0";"44,0";"15,8";"17,3";"13,7";"918,4";"919,2";"918,4";"2,5";"85,0";"5,6";"4105,80";"0,0"
"06/01/2016";"1600";"28,0";"28,3";"26,0";"47,0";"55,0";"43,0";"15,6";"17,0";"13,6";"917,5";"918,4";"917,5";"1,3";"103,0";"5,5";"3412,40";"0,0"
"06/01/2016";"1700";"27,7";"29,3";"27,2";"45,0";"51,0";"41,0";"14,8";"17,7";"14,1";"916,7";"917,5";"916,7";"0,3";"193,0";"4,6";"3171,70";"0,0"
"06/01/2016";"1800";"29,3";"29,8";"27,7";"45,0";"50,0";"40,0";"16,0";"17,1";"14,0";"915,7";"916,7";"915,7";"1,4";"30,0";"5,1";"3326,20";"0,0"
