"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2016";"0000";"18,1";"18,7";"18,0";"73,0";"73,0";"70,0";"13,2";"13,3";"13,0";"926,1";"926,3";"926,1";"2,3";"105,0";"5,2";"";"0,0"
"01/07/2016";"0100";"17,9";"18,2";"17,9";"74,0";"74,0";"73,0";"13,2";"13,3";"13,1";"926,3";"926,3";"926,1";"1,7";"110,0";"4,8";"";"0,0"
"01/07/2016";"0200";"17,8";"18,0";"17,7";"73,0";"74,0";"73,0";"12,9";"13,2";"12,8";"926,0";"926,3";"925,9";"1,7";"114,0";"4,2";"";"0,0"
"01/07/2016";"0300";"17,1";"17,9";"17,1";"74,0";"74,0";"71,0";"12,3";"12,9";"12,3";"925,9";"926,1";"925,9";"0,8";"73,0";"3,6";"";"0,0"
"01/07/2016";"0400";"15,4";"17,1";"15,4";"85,0";"85,0";"74,0";"12,8";"12,9";"12,1";"926,0";"926,0";"925,9";"1,2";"59,0";"2,6";"";"0,0"
"01/07/2016";"0500";"16,1";"16,1";"15,1";"82,0";"86,0";"82,0";"12,9";"13,1";"12,6";"925,7";"926,1";"925,7";"1,5";"96,0";"3,1";"";"0,0"
"01/07/2016";"0600";"15,8";"16,1";"15,5";"84,0";"85,0";"81,0";"13,0";"13,1";"12,7";"925,3";"925,7";"925,3";"0,9";"116,0";"2,5";"";"0,0"
"01/07/2016";"0700";"14,8";"15,8";"14,8";"87,0";"87,0";"83,0";"12,7";"13,1";"12,6";"925,1";"925,3";"925,0";"0,8";"62,0";"1,8";"";"0,0"
"01/07/2016";"0800";"15,9";"15,9";"14,8";"83,0";"88,0";"83,0";"13,0";"13,2";"12,7";"925,2";"925,2";"925,1";"1,5";"95,0";"3,1";"";"0,0"
"01/07/2016";"0900";"15,9";"16,7";"15,8";"84,0";"84,0";"80,0";"13,1";"13,3";"13,0";"925,5";"925,5";"925,1";"1,0";"72,0";"4,7";"";"0,0"
"01/07/2016";"1000";"16,0";"16,4";"15,6";"84,0";"85,0";"82,0";"13,3";"13,4";"12,6";"926,0";"926,0";"925,5";"1,7";"73,0";"3,7";"10,00";"0,0"
"01/07/2016";"1100";"17,6";"17,6";"16,0";"79,0";"84,0";"78,0";"13,9";"13,9";"13,3";"926,7";"926,7";"926,0";"2,0";"84,0";"5,0";"212,10";"0,0"
"01/07/2016";"1200";"19,2";"19,6";"17,6";"73,0";"80,0";"71,0";"14,3";"14,6";"13,7";"927,5";"927,5";"926,7";"2,6";"99,0";"5,8";"705,70";"0,0"
"01/07/2016";"1300";"21,5";"22,0";"19,2";"61,0";"73,0";"61,0";"13,7";"14,8";"13,7";"927,8";"927,8";"927,5";"3,2";"85,0";"6,7";"1744,10";"0,0"
"01/07/2016";"1400";"22,0";"22,1";"19,7";"60,0";"69,0";"58,0";"13,8";"14,5";"12,9";"927,4";"927,9";"927,4";"2,0";"95,0";"6,7";"1440,80";"0,0"
"01/07/2016";"1500";"22,7";"23,3";"21,4";"51,0";"60,0";"50,0";"12,1";"14,0";"11,5";"926,9";"927,4";"926,9";"3,8";"46,0";"7,6";"2291,00";"0,0"
"01/07/2016";"1600";"22,6";"23,9";"21,5";"51,0";"55,0";"48,0";"11,9";"13,4";"11,2";"925,9";"926,9";"925,9";"3,2";"96,0";"9,5";"2451,40";"0,0"
"01/07/2016";"1700";"22,1";"23,7";"21,8";"55,0";"56,0";"50,0";"12,6";"13,5";"12,0";"925,3";"925,9";"925,3";"3,9";"96,0";"7,8";"1652,00";"0,0"
"01/07/2016";"1800";"21,6";"23,0";"21,6";"57,0";"57,0";"53,0";"12,6";"13,6";"12,5";"924,7";"925,3";"924,7";"3,5";"112,0";"7,7";"1846,10";"0,0"
"01/07/2016";"1900";"22,6";"22,7";"21,4";"55,0";"58,0";"54,0";"13,2";"13,6";"12,7";"924,6";"924,7";"924,5";"2,1";"83,0";"7,6";"1363,30";"0,0"
"01/07/2016";"2000";"21,4";"22,6";"21,4";"54,0";"56,0";"51,0";"11,8";"12,9";"11,7";"924,8";"924,8";"924,6";"3,3";"103,0";"5,8";"613,30";"0,0"
"01/07/2016";"2100";"20,0";"21,4";"20,0";"57,0";"57,0";"51,0";"11,2";"11,8";"10,8";"925,1";"925,1";"924,8";"2,1";"86,0";"6,9";"30,90";"0,0"
"01/07/2016";"2200";"19,9";"20,4";"19,8";"55,0";"58,0";"54,0";"10,5";"11,6";"10,5";"925,5";"925,5";"925,1";"2,8";"106,0";"5,6";"";"0,0"
"01/07/2016";"2300";"19,7";"20,0";"19,6";"56,0";"56,0";"53,0";"10,6";"10,7";"10,1";"926,1";"926,2";"925,5";"2,5";"116,0";"5,6";"";"0,0"
"02/07/2016";"0000";"19,4";"19,8";"19,3";"60,0";"60,0";"56,0";"11,3";"11,3";"10,7";"926,5";"926,5";"926,1";"2,1";"95,0";"4,7";"";"0,0"
"02/07/2016";"0100";"18,2";"19,4";"17,9";"66,0";"66,0";"60,0";"11,6";"11,7";"11,4";"926,7";"926,7";"926,5";"1,1";"89,0";"3,9";"";"0,0"
"02/07/2016";"0200";"16,8";"18,4";"16,8";"71,0";"71,0";"65,0";"11,5";"11,7";"11,4";"926,6";"926,7";"926,6";"0,5";"68,0";"3,5";"";"0,0"
"02/07/2016";"0300";"17,4";"17,5";"16,8";"69,0";"71,0";"69,0";"11,7";"11,8";"11,6";"926,5";"926,7";"926,5";"1,8";"119,0";"2,8";"";"0,0"
"02/07/2016";"0400";"17,9";"17,9";"17,3";"67,0";"70,0";"67,0";"11,7";"11,9";"11,7";"926,3";"926,5";"926,3";"1,3";"98,0";"2,8";"";"0,0"
"02/07/2016";"0500";"17,5";"17,9";"17,5";"68,0";"69,0";"67,0";"11,7";"11,8";"11,6";"926,1";"926,3";"926,1";"1,5";"102,0";"3,2";"";"0,0"
"02/07/2016";"0600";"17,4";"17,7";"17,4";"70,0";"70,0";"68,0";"11,9";"11,9";"11,6";"925,7";"926,1";"925,7";"1,7";"124,0";"3,3";"";"0,0"
"02/07/2016";"0700";"17,7";"17,9";"17,4";"69,0";"70,0";"68,0";"11,9";"12,0";"11,9";"925,5";"925,7";"925,5";"1,4";"96,0";"3,8";"";"0,0"
"02/07/2016";"0800";"16,4";"17,7";"16,1";"75,0";"76,0";"69,0";"11,9";"12,1";"11,8";"925,9";"926,0";"925,5";"1,1";"68,0";"3,4";"";"0,0"
"02/07/2016";"0900";"16,6";"16,6";"16,0";"74,0";"77,0";"74,0";"12,0";"12,0";"11,8";"926,3";"926,3";"925,9";"1,8";"112,0";"3,8";"";"0,0"
"02/07/2016";"1000";"16,5";"16,7";"16,2";"76,0";"77,0";"74,0";"12,3";"12,3";"11,9";"926,8";"926,8";"926,3";"1,8";"105,0";"3,6";"16,00";"0,0"
"02/07/2016";"1100";"18,4";"18,5";"16,3";"69,0";"77,0";"69,0";"12,8";"12,8";"12,2";"927,3";"927,3";"926,8";"2,1";"86,0";"5,1";"443,00";"0,0"
"02/07/2016";"1200";"19,6";"19,9";"18,3";"66,0";"70,0";"65,0";"13,0";"13,4";"12,5";"927,9";"928,0";"927,3";"3,6";"86,0";"6,9";"1134,60";"0,0"
"02/07/2016";"1300";"20,6";"20,9";"19,3";"62,0";"68,0";"60,0";"13,0";"13,5";"12,5";"928,1";"928,2";"927,9";"3,6";"99,0";"8,2";"1565,20";"0,0"
"02/07/2016";"1400";"22,8";"23,4";"20,4";"54,0";"63,0";"51,0";"13,0";"13,7";"12,0";"927,6";"928,1";"927,6";"4,2";"68,0";"8,7";"2386,20";"0,0"
"02/07/2016";"1500";"22,7";"24,1";"21,8";"52,0";"54,0";"48,0";"12,2";"13,1";"11,7";"926,8";"927,6";"926,8";"3,6";"73,0";"8,7";"2061,00";"0,0"
"02/07/2016";"1600";"21,7";"24,3";"21,7";"56,0";"57,0";"49,0";"12,6";"13,8";"12,0";"926,2";"926,8";"926,2";"3,5";"110,0";"7,0";"1572,30";"0,0"
"02/07/2016";"1700";"21,5";"22,7";"21,4";"59,0";"60,0";"54,0";"13,0";"13,4";"12,4";"925,8";"926,2";"925,8";"3,7";"97,0";"7,5";"800,80";"0,0"
"02/07/2016";"1800";"21,0";"21,5";"20,9";"60,0";"61,0";"58,0";"12,8";"13,4";"12,6";"925,5";"925,8";"925,5";"3,1";"85,0";"7,0";"427,40";"0,0"
"02/07/2016";"1900";"21,5";"21,5";"21,0";"56,0";"60,0";"56,0";"12,4";"12,9";"12,3";"925,7";"925,7";"925,5";"3,1";"84,0";"6,7";"409,20";"0,0"
"02/07/2016";"2000";"20,8";"21,6";"20,8";"60,0";"60,0";"54,0";"12,7";"12,8";"11,9";"926,0";"926,0";"925,6";"3,0";"90,0";"6,1";"218,60";"0,0"
"02/07/2016";"2100";"20,0";"20,9";"20,0";"63,0";"63,0";"59,0";"12,7";"12,8";"12,5";"926,4";"926,4";"926,0";"1,9";"84,0";"5,9";"19,10";"0,0"
"02/07/2016";"2200";"19,7";"20,1";"19,7";"65,0";"65,0";"62,0";"12,9";"12,9";"12,6";"926,6";"926,6";"926,4";"2,0";"102,0";"5,7";"";"0,0"
"02/07/2016";"2300";"19,8";"19,8";"19,6";"64,0";"65,0";"63,0";"12,7";"12,9";"12,7";"926,8";"926,8";"926,6";"2,1";"111,0";"4,8";"";"0,0"
"03/07/2016";"0000";"19,6";"20,0";"19,5";"63,0";"64,0";"61,0";"12,4";"12,6";"12,2";"926,9";"926,9";"926,7";"1,8";"88,0";"5,3";"";"0,0"
"03/07/2016";"0100";"18,9";"19,6";"18,9";"66,0";"66,0";"63,0";"12,4";"12,4";"12,3";"926,9";"927,0";"926,9";"1,7";"86,0";"3,9";"";"0,0"
"03/07/2016";"0200";"18,8";"19,0";"18,4";"66,0";"68,0";"66,0";"12,4";"12,6";"12,3";"926,6";"926,9";"926,6";"3,2";"105,0";"6,6";"";"0,0"
"03/07/2016";"0300";"18,4";"18,9";"18,3";"66,0";"67,0";"66,0";"12,0";"12,4";"12,0";"926,4";"926,6";"926,4";"3,0";"110,0";"6,6";"";"0,0"
"03/07/2016";"0400";"17,9";"18,5";"17,9";"68,0";"68,0";"66,0";"12,0";"12,1";"11,9";"926,2";"926,4";"926,2";"2,7";"95,0";"6,2";"";"0,0"
"03/07/2016";"0500";"17,7";"18,0";"17,4";"70,0";"71,0";"68,0";"12,1";"12,1";"11,9";"925,8";"926,2";"925,8";"1,9";"99,0";"5,2";"";"0,0"
"03/07/2016";"0600";"16,8";"17,8";"16,8";"75,0";"75,0";"70,0";"12,3";"12,3";"12,1";"925,6";"925,8";"925,6";"1,4";"86,0";"4,6";"";"0,0"
"03/07/2016";"0700";"16,9";"16,9";"16,5";"76,0";"77,0";"75,0";"12,6";"12,7";"12,3";"925,5";"925,6";"925,4";"2,2";"94,0";"5,0";"";"0,0"
"03/07/2016";"0800";"16,3";"16,9";"16,0";"79,0";"80,0";"76,0";"12,6";"12,7";"12,4";"925,6";"925,6";"925,5";"2,4";"81,0";"5,0";"";"0,0"
"03/07/2016";"0900";"15,8";"16,3";"15,6";"81,0";"82,0";"79,0";"12,5";"12,7";"12,4";"925,7";"925,8";"925,6";"1,9";"82,0";"6,2";"";"0,0"
"03/07/2016";"1000";"16,2";"16,2";"15,5";"80,0";"82,0";"80,0";"12,7";"12,7";"12,4";"926,2";"926,3";"925,7";"1,9";"82,0";"4,9";"17,10";"0,0"
"03/07/2016";"1100";"17,9";"17,9";"16,2";"70,0";"80,0";"70,0";"12,4";"12,8";"12,4";"926,8";"926,8";"926,2";"2,7";"92,0";"5,9";"429,00";"0,0"
"03/07/2016";"1200";"19,2";"19,5";"17,9";"67,0";"71,0";"66,0";"12,9";"13,2";"12,3";"927,5";"927,5";"926,8";"4,1";"83,0";"7,7";"1144,20";"0,0"
"03/07/2016";"1300";"21,3";"21,4";"19,1";"58,0";"67,0";"57,0";"12,6";"13,6";"12,5";"927,7";"927,9";"927,5";"4,5";"76,0";"10,2";"1865,30";"0,0"
"03/07/2016";"1400";"22,2";"22,5";"21,0";"53,0";"59,0";"52,0";"12,3";"13,1";"11,9";"927,5";"927,7";"927,4";"4,1";"75,0";"9,2";"2323,00";"0,0"
"03/07/2016";"1500";"23,4";"23,6";"22,1";"47,0";"53,0";"47,0";"11,5";"12,6";"11,4";"926,9";"927,5";"926,9";"3,9";"73,0";"7,9";"2554,10";"0,0"
"03/07/2016";"1600";"23,2";"24,2";"23,0";"45,0";"49,0";"42,0";"10,5";"12,2";"10,0";"925,9";"926,9";"925,9";"3,8";"102,0";"8,1";"2623,10";"0,0"
"03/07/2016";"1700";"23,9";"24,3";"23,0";"41,0";"46,0";"38,0";"9,8";"10,9";"8,9";"925,1";"925,9";"925,1";"4,0";"78,0";"8,2";"2407,50";"0,0"
"03/07/2016";"1800";"23,8";"24,5";"23,7";"40,0";"42,0";"36,0";"9,5";"10,3";"8,1";"924,7";"925,1";"924,7";"2,8";"83,0";"7,9";"1984,80";"0,0"
"03/07/2016";"1900";"23,2";"24,0";"23,2";"42,0";"42,0";"38,0";"9,6";"9,8";"8,4";"924,5";"924,8";"924,5";"3,5";"78,0";"7,3";"1370,60";"0,0"
"03/07/2016";"2000";"21,8";"23,2";"21,8";"46,0";"46,0";"40,0";"9,8";"9,9";"8,5";"924,8";"924,8";"924,5";"3,2";"75,0";"7,3";"627,60";"0,0"
"03/07/2016";"2100";"20,5";"21,8";"20,3";"52,0";"52,0";"46,0";"10,3";"10,4";"9,4";"925,1";"925,1";"924,8";"2,3";"91,0";"6,3";"33,10";"0,0"
"03/07/2016";"2200";"19,4";"20,5";"19,4";"56,0";"56,0";"52,0";"10,5";"10,6";"10,3";"925,4";"925,4";"925,1";"2,8";"99,0";"7,8";"";"0,0"
"03/07/2016";"2300";"19,0";"19,7";"18,9";"57,0";"58,0";"56,0";"10,2";"10,6";"10,2";"925,7";"925,7";"925,4";"2,7";"110,0";"7,8";"";"0,0"
"04/07/2016";"0000";"18,5";"19,2";"18,4";"59,0";"59,0";"56,0";"10,3";"10,4";"10,1";"926,2";"926,2";"925,7";"2,5";"111,0";"6,5";"";"0,0"
"04/07/2016";"0100";"17,4";"18,5";"17,2";"64,0";"64,0";"59,0";"10,5";"10,6";"10,3";"926,7";"926,7";"926,2";"2,3";"91,0";"4,7";"";"0,0"
"04/07/2016";"0200";"17,2";"17,5";"16,9";"65,0";"67,0";"64,0";"10,6";"10,7";"10,5";"926,6";"926,7";"926,5";"1,8";"99,0";"4,2";"";"0,0"
"04/07/2016";"0300";"17,1";"17,4";"16,9";"65,0";"66,0";"64,0";"10,5";"10,6";"10,4";"926,6";"926,6";"926,5";"2,4";"101,0";"5,2";"";"0,0"
"04/07/2016";"0400";"16,8";"17,2";"16,7";"67,0";"67,0";"65,0";"10,6";"10,6";"10,5";"926,6";"926,6";"926,5";"2,4";"114,0";"5,4";"";"0,0"
