Estado,Município,Estação ,Ano de Data,Mês de Data,Dia de Data,Data,IQAR,NumeroIQAR,Poluente,Tipo de cálculo,Tipo de monitoramento
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,4,04/04/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,11,11/05/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,junho,18,18/06/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,julho,4,04/07/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,julho,20,20/07/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,1,01/08/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,23,23/08/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,30,30/10/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,8,08/02/2018,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,22,22/03/2018,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,abril,22,22/04/2018,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,18,18/08/2018,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,6,06/08/2016,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,8,08/10/2016,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,9,09/10/2016,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,28,28/10/2016,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,1,01/03/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,19,19/03/2017,DQA (Recomendação OMS),46,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,junho,3,03/06/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,julho,1,01/07/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,8,08/08/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,22,22/08/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,5,05/09/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,5,05/12/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,25,25/12/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,abril,4,04/04/2018,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,16,16/06/2018,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,10,10/07/2018,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,17,17/08/2018,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,26,26/04/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,8,08/05/2017,DQA (Recomendação OMS),47,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,24,24/09/2017,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,9,09/06/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,14,14/06/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,5,05/07/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,22,22/08/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,13,13/06/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,23,23/08/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,24,24/08/2018,Boa,38,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,21,21/02/2020,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,maio,6,06/05/2020,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,9,09/06/2020,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,12,12/09/2017,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,21,21/09/2017,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,28,28/09/2017,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,abril,11,11/04/2018,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,1,01/08/2018,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,31,31/08/2017,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,22,22/09/2017,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,13,13/10/2017,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,19,19/10/2017,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,8,08/02/2018,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,6,06/03/2018,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,2,02/06/2018,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,21,21/08/2018,Boa,40,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,maio,2,02/05/2020,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,fevereiro,2,02/02/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,fevereiro,4,04/02/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,fevereiro,5,05/02/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,fevereiro,25,25/02/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,9,09/03/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,25,25/03/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,31,31/03/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,1,01/04/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,8,08/04/2021,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,junho,8,08/06/2017,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,junho,19,19/06/2017,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,21,21/08/2017,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,17,17/10/2017,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,maio,13,13/05/2018,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,maio,21,21/05/2018,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,4,04/07/2018,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,31,31/07/2018,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,15,15/08/2018,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,maio,3,03/05/2020,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,fevereiro,15,15/02/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,5,05/03/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,10,10/03/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,23,23/03/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,26,26/03/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,13,13/04/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,17,17/04/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,18,18/04/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,19,19/04/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,21,21/04/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,22,22/04/2021,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,8,08/08/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,28,28/09/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,29,29/09/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,2,02/10/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,3,03/10/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,6,06/06/2018,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,junho,9,09/06/2018,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,5,05/07/2018,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,6,06/07/2018,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,1,01/08/2018,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,fevereiro,24,24/02/2021,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,11,11/03/2021,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,março,24,24/03/2021,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,junho,7,07/06/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,junho,10,10/06/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,julho,1,01/07/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,julho,22,22/07/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,agosto,13,13/08/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,8,08/09/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,setembro,25,25/09/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,1,01/10/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,21,21/10/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,outubro,23,23/10/2017,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,8,08/07/2018,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,11,11/07/2018,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,17,17/08/2018,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,agosto,3,03/08/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,setembro,13,13/09/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,2,02/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,maio,3,03/05/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,13,13/06/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,julho,15,15/07/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,20,20/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,16,16/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,maio,15,15/05/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,junho,17,17/06/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,julho,21,21/07/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,setembro,10,10/09/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,13,13/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,2,02/02/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,março,3,03/03/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,março,17,17/03/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,16,16/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,outubro,22,22/10/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,dezembro,20,20/12/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,20,20/02/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,janeiro,4,04/01/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,fevereiro,8,08/02/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,maio,28,28/05/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,28,28/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,11,11/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,12,12/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,maio,6,06/05/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,julho,10,10/07/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,10,10/11/2018,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,dezembro,18,18/12/2018,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,janeiro,3,03/01/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,8,08/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,maio,13,13/05/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,maio,29,29/05/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,agosto,2,02/08/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,dezembro,19,19/12/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,20,20/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,26,26/02/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,dezembro,6,06/12/2018,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,26,26/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,junho,10,10/06/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,20,20/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,outubro,25,25/10/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,14,14/06/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,julho,29,29/07/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,21,21/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,5,05/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,22,22/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,28,28/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,dezembro,7,07/12/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,13,13/02/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,dezembro,23,23/12/2018,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,fevereiro,13,13/02/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,14,14/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,23,23/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,dezembro,11,11/12/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,maio,5,05/05/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,4,04/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,22,22/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,novembro,24,24/11/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,dezembro,10,10/12/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,6,06/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,7,07/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,2,02/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,17,17/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,outubro,21,21/10/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,fevereiro,7,07/02/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,29,29/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,dezembro,22,22/12/2018,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,fevereiro,15,15/02/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,1,01/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,3,03/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,junho,2,02/06/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,outubro,19,19/10/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,11,11/02/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,19,19/11/2018,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,outubro,18,18/10/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,dezembro,6,06/12/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,janeiro,30,30/01/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,setembro,12,12/09/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,fevereiro,12,12/02/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,março,15,15/03/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,17,17/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,fevereiro,1,01/02/2020,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2019,abril,6,06/04/2019,DQA (Recomendação OMS),1,CO,Máxima média de 8h,Automática
