Estado,Município,Estação ,Ano de Data,Mês de Data,Dia de Data,Data,IQAR,NumeroIQAR,Poluente,Tipo de cálculo,Tipo de monitoramento
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,8,08/12/2021,DQA (Recomendação OMS),2,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,agosto,22,22/08/2020,DQA (Recomendação OMS),2,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,12,12/10/2021,DQA (Recomendação OMS),2,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,12,12/11/2021,DQA (Recomendação OMS),3,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,15,15/11/2021,DQA (Recomendação OMS),3,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,21,21/11/2021,DQA (Recomendação OMS),3,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,11,11/10/2021,DQA (Recomendação OMS),4,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,20,20/10/2021,DQA (Recomendação OMS),4,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,14,14/11/2021,DQA (Recomendação OMS),4,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,agosto,23,23/08/2020,DQA (Recomendação OMS),5,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,10,10/10/2021,DQA (Recomendação OMS),5,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,13,13/11/2021,DQA (Recomendação OMS),5,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,22,22/11/2020,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,21,21/10/2021,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,11,11/11/2021,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,5,05/12/2021,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2015,março,26,26/03/2015,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,31,31/10/2021,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,22,22/11/2021,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,4,04/12/2021,DQA (Recomendação OMS),6,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2015,março,24,24/03/2015,DQA (Recomendação OMS),7,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,16,16/06/2020,DQA (Recomendação OMS),7,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,1,01/11/2020,DQA (Recomendação OMS),7,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,agosto,8,08/08/2021,DQA (Recomendação OMS),7,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2015,março,25,25/03/2015,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,20,20/06/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,julho,27,27/07/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,outubro,25,25/10/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,21,21/11/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,23,23/11/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,24,24/11/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,25,25/11/2020,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,19,19/10/2021,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,novembro,16,16/11/2021,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,12,12/12/2021,DQA (Recomendação OMS),8,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,17,17/06/2020,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,setembro,24,24/09/2020,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,maio,9,09/05/2021,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,agosto,31,31/08/2021,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,setembro,2,02/09/2021,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,9,09/10/2021,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,13,13/10/2021,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,7,07/12/2021,DQA (Recomendação OMS),9,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,8,08/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,4,04/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,24,24/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,9,09/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,15,15/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,25,25/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,11,11/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,10,10/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,13,13/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,27,27/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,6,06/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,16,16/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,17,17/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,28,28/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,12,12/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,23,23/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,27,27/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,29,29/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,24,24/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,20,20/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,21,21/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,3,03/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,18,18/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,26,26/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,13,13/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,26,26/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,30,30/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,25,25/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,5,05/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,10,10/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,29,29/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,31,31/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,6,06/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,4,04/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,2,02/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,abril,7,07/04/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,14,14/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,janeiro,14,14/01/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,5,05/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,20,20/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,31,31/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,28,28/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,9,09/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,15,15/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,9,09/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,26,26/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,21,21/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,19,19/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,28,28/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,30,30/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,8,08/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,1,01/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,22,22/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,26,26/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,29,29/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,19,19/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,13,13/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,23,23/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,7,07/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,abril,1,01/04/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,18,18/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,20,20/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,26,26/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,25,25/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,12,12/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,7,07/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,8,08/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,20,20/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,6,06/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,21,21/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,29,29/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,2,02/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,3,03/11/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,30,30/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,fevereiro,1,01/02/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,22,22/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,23,23/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,27,27/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,31,31/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,1,01/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,10,10/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,24,24/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,31,31/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,5,05/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,27,27/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,5,05/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,27,27/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,17,17/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,22,22/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,11,11/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,28,28/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,7,07/11/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,2,02/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,16,16/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,23,23/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,25,25/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,12,12/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,14,14/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,22,22/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,24,24/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,8,08/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,24,24/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,28,28/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,7,07/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,4,04/11/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,5,05/11/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,2,02/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,21,21/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,13,13/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,25,25/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,6,06/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,11,11/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,29,29/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,30,30/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,8,08/11/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,21,21/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,23,23/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,31,31/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,14,14/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,julho,20,20/07/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,setembro,6,06/09/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,5,05/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,28,28/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,novembro,6,06/11/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,7,07/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,14,14/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,16,16/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,17,17/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,27,27/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,30,30/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,março,30,30/03/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,4,04/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,13,13/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,agosto,15,15/08/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2018,outubro,24,24/10/2018,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,dezembro,17,17/12/2017,DQA (Recomendação OMS),0,CO,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,18,18/06/2020,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,novembro,17,17/11/2020,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,outubro,26,26/10/2021,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,14,14/12/2021,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,abril,30,30/04/2021,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,junho,13,13/06/2021,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,6,06/12/2021,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2021,dezembro,11,11/12/2021,DQA (Recomendação OMS),10,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,junho,21,21/06/2020,DQA (Recomendação OMS),11,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2020,julho,25,25/07/2020,DQA (Recomendação OMS),11,MP10,Média aritmética de 24h,Automática
